"ItemNo","TurnId","Name","X_OrState","Y_OrFleet","MP","Federation","Batt1Type","Batt1EF","Batt1Size","Batt2Type","Batt2EF","Batt2Size","Batt3Type","Batt3EF","Batt3Size","Batt4Type","Batt4EF","Batt4Size","Batt5Type","Batt5EF","Batt5Size","Batt6Type","Batt6EF","Batt6Size","Batt7Type","Batt7EF","Batt7Size"
"4383","306ENov1808","MILITIA 7       ","29","43","28","0","Mi","4","797","Mi","4","797","Mi","4","797","--","","","Rm","4","797","--","","","--","",""
"4395","306ENov1808","RIFLES 4        ","18","41","28","66","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797"
"4403","306ENov1808","LIGHT           ","18","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4404","306ENov1808","RIFLES 5        ","18","41","28","66","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","--","",""
"4478","306ENov1808","MILITIA         ","18","41","28","64","Mi","5","797","Mi","5","797","Mi","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4490","306ENov1808","MILITIA         ","18","41","28","64","Mi","5","797","Mi","5","797","Mi","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4502","306ENov1808","MILITIA         ","18","41","28","65","Mi","5","797","Mi","5","797","Mi","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4513","306ENov1808","MILITIA         ","18","41","28","65","Mi","5","797","Mi","5","797","Mi","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4522","306ENov1808","RIFLES          ","18","41","28","66","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","--","","","--","",""
"4528","306ENov1808","RIFLES          ","18","41","28","66","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","--","","","--","",""
"4539","306ENov1808","MILITIA         ","29","43","28","0","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","",""
"4552","306ENov1808","MILITIA         ","29","43","28","0","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","",""
"4581","306ENov1808","MILITIA         ","29","43","28","0","Mi","4","797","Mi","4","797","Mi","4","797","Rm","4","797","Rm","4","797","--","","","--","",""
"4588","306ENov1808","MILITIA         ","18","41","28","66","Mi","5","797","Mi","5","797","Mi","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4591","306ENov1808","RIFLES          ","18","41","28","66","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","--","","","--","",""
"4594","306ENov1808","RIFLES          ","18","41","28","66","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","Rm","4","797","--","","","--","",""
"4670","306ENov1808","LIGHT           ","18","41","28","61","Li","3","797","Li","3","797","Li","3","797","Li","3","797","Li","3","797","--","","","--","",""
"4681","306ENov1808","LIGHT           ","18","41","28","61","Li","3","797","Li","3","797","Li","3","797","Li","3","797","Li","3","797","--","","","--","",""
"4691","306ENov1808","LIGHT           ","18","41","28","61","Li","3","797","Li","3","797","Li","3","797","Li","3","797","Li","3","797","--","","","--","",""
"4698","306ENov1808","LIGHT           ","18","41","28","61","Li","3","797","Li","3","797","Li","3","797","Li","3","797","Li","3","797","--","","","--","",""
"4740","306ENov1808","LIGHT           ","18","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4751","306ENov1808","LIGHT           ","18","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4761","306ENov1808","LIGHT           ","18","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4081","306EOct1808","BRIGADE 1       ","13","41","28","61","Cu","8","800","Cu","8","800","Dr","7","800","Dr","7","800","Dr","7","800","Dr","7","800","Ma","7","800"
"4082","306EOct1808","BRIGADE 2       ","13","41","28","61","Cu","8","800","Cu","8","800","Dr","7","800","Dr","7","800","Hu","7","800","Hu","7","800","Ma","7","800"
"4083","306EOct1808","BRIGADE 3       ","13","41","28","61","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","Pi","6","800","Pi","6","800"
"4084","306EOct1808","BRIGADE 4       ","13","41","28","61","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","Pi","6","800","Pi","6","800"
"4085","306EOct1808","BRIGADE 5       "," 7","34","28","62","Cu","8","800","Cu","8","800","Uh","7","800","Uh","7","800","Dr","7","800","Hu","7","800","Ma","7","800"
"4086","306EOct1808","BRIGADE 6       "," 7","34","28","62","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","La","6","800","La","6","800"
"4087","306EOct1808","BRIGADE 7       "," 7","34","28","62","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","La","6","800","La","6","800"
"4088","306EOct1808","BRIGADE 8       "," 7","34","28","62","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Ln","6","800","Pi","6","800","Pi","6","800"
"4120","306EOct1808","LIGHT           ","13","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4128","306EOct1808","MARINE-BRIG 4   ","79","77","32","0","Kt","6","781","Kt","6","781","Kt","6","781","Ca","4","781","Ca","4","781","Cc","4","781","Cc","4","781"
"4129","306EOct1808","COLONIAL-BRIG 5 ","78","70","32","72","Ca","4","784","Ca","4","784","Ca","4","784","Ca","4","784","Ca","4","784","Ca","4","784","Ca","4","784"
"4130","306EOct1808","COLONIAL-BRIG 6 ","90","84","32","0","Cc","4","800","Cc","4","800","Ca","4","800","Cc","4","800","Cc","4","800","Cc","4","800","Cc","4","800"
"4131","306EOct1808","MARINE-BRIG 1   ","29","96","32","0","Kt","6","787","Kt","6","787","Kt","6","787","Cc","4","787","Cc","4","787","Ca","4","787","Ca","4","787"
"4132","306EOct1808","COLONIAL-BRIG 1 ","26","92","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800"
"4133","306EOct1808","COLONIAL-BRIG 2 ","25","95","32","0","Mc","4","775","Mc","4","775","Mc","4","775","Mc","4","775","Mc","4","775","Kt","4","797","Kt","4","797"
"4134","306EOct1808","MARINE-BRIG 2   ","E ","21","32","0","Kt","6","786","Kt","6","786","Kt","6","786","Ca","4","786","Ca","4","786","Ca","4","786","Mc","4","786"
"4135","306EOct1808","COLONIAL-BRIG 3 "," 2","78","40","71","Mc","4","778","Mc","4","778","Mc","4","778","Mc","4","778","Mc","4","778","Mc","4","778","Mc","4","778"
"4136","306EOct1808","COLONIAL-BRIG 4 "," 4","84","32","0","Ca","4","793","Ca","4","793","Ca","4","793","Ca","4","793","Ca","4","793","--","","","--","",""
"4161","306EOct1808","MARINE-BRIG 3   ","17","88","32","0","Kt","6","785","Kt","6","785","Ca","4","785","Ca","4","785","Ca","4","785","Mc","4","785","Mc","4","785"
"4215","306EOct1808","COLONIALS 1     ","27","94","28","0","Kt","4","795","Kt","4","795","--","","","--","","","Mi","3","795","--","","","--","",""
"4229","306EOct1808","CORE 1          ","13","41","28","61","GR","3","800","GR","3","800","GR","3","800","Ln","3","800","Ln","3","800","Ln","3","800","Ln","3","800"
"4242","306EOct1808","CORE 2          ","13","41","28","61","GR","3","800","GR","3","800","GR","3","800","Ln","3","800","Ln","3","800","Ln","3","800","Ln","3","800"
"4256","306EOct1808","CORE 3          ","13","41","28","61","GR","3","800","GR","3","800","GR","3","800","Ln","3","800","Ln","3","800","--","","","--","",""
"4270","306EOct1808","MILITIA 1       ","18","41","28","64","Mi","4","797","Mi","4","797","Mi","4","797","Ln","4","797","Ln","4","797","--","","","--","",""
"4282","306EOct1808","MILITIA 2       ","18","41","28","64","Mi","4","797","Mi","4","797","Mi","4","797","Ln","4","797","Ln","4","797","--","","","--","",""
"4293","306EOct1808","MILITIA 3       ","E ","11","28","0","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","","","--","","","--","",""
"4304","306EOct1808","MILITIA 4       ","47","63","28","63","Mi","3","785","Mi","3","785","Mi","3","785","--","","","--","","","--","","","--","",""
"4312","306EOct1808","RIFLES 1        ","13","41","28","66","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","--","","","--","",""
"4322","306EOct1808","RIFLES 2        ","13","41","28","66","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","--","","","--","",""
"4332","306EOct1808","RIFLES 3        ","13","41","28","66","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","--","","","--","",""
"4341","306EOct1808","LINE 1          ","13","41","28","66","Ln","3","800","Ln","3","800","Ln","3","800","Ln","3","800","Ln","3","800","--","","","--","",""
"4350","306EOct1808","MILITIA 1       ","E ","11","28","0","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","",""
"4357","306EOct1808","MILITIA 2       ","18","41","28","64","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","",""
"4364","306EOct1808","MILITIA 3       ","18","41","28","64","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","",""
"4371","306EOct1808","MILITIA 6       ","E ","11","28","0","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","","","--","","","--","",""
"4383","306EOct1808","MILITIA 7       ","E ","11","28","0","Mi","4","797","Mi","4","797","Mi","4","797","--","","","Rm","4","797","--","","","--","",""
"4395","306EOct1808","RIFLES 4        ","13","41","28","66","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800"
"4404","306EOct1808","RIFLES 5        ","13","41","28","66","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","--","",""
"4478","306EOct1808","MILITIA         ","18","41","28","64","Mi","4","797","Mi","4","797","Mi","4","797","Rm","4","797","Rm","4","797","--","","","--","",""
"4490","306EOct1808","MILITIA         ","18","41","28","64","Mi","4","797","Mi","4","797","Mi","4","797","Rm","4","797","Rm","4","797","--","","","--","",""
"4502","306EOct1808","MILITIA         ","13","41","28","65","Mi","4","800","Mi","4","800","Mi","4","800","Rm","4","800","Rm","4","800","--","","","--","",""
"4513","306EOct1808","MILITIA         ","13","41","28","65","Mi","4","800","Mi","4","800","Mi","4","800","Rm","4","800","Rm","4","800","--","","","--","",""
"4522","306EOct1808","RIFLES          ","13","41","28","66","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","--","","","--","",""
"4528","306EOct1808","RIFLES          ","13","41","28","66","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","--","","","--","",""
"4539","306EOct1808","MILITIA         ","E ","11","28","0","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","",""
"4552","306EOct1808","MILITIA         ","E ","11","28","0","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","",""
"4581","306EOct1808","MILITIA         ","E ","11","28","0","Mi","4","797","Mi","4","797","Mi","4","797","Rm","4","797","Rm","4","797","--","","","--","",""
"4588","306EOct1808","MILITIA         ","13","41","28","66","Mi","4","800","Mi","4","800","Mi","4","800","Rm","4","800","Rm","4","800","--","","","--","",""
"4591","306EOct1808","RIFLES          ","13","41","28","66","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","--","","","--","",""
"4594","306EOct1808","RIFLES          ","13","41","28","66","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","Rm","3","800","--","","","--","",""
"4670","306EOct1808","LIGHT           ","13","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4681","306EOct1808","LIGHT           ","13","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4691","306EOct1808","LIGHT           ","13","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4698","306EOct1808","LIGHT           ","13","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4001","307EApr1808","BRIGADE 1       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","La","7","800","La","7","800"
"4002","307EApr1808","BRIGADE 2       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","La","7","800","La","7","800"
"4003","307EApr1808","BRIGADE 3       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Dr","8","800","Dr","8","800","La","7","800","La","7","800"
"4004","307EApr1808","BRIGADE 4       ","23","20","24","0","KL","7","800","KL","7","800","KL","7","800","KL","7","800","Pi","8","800","Mi","6","800","Mi","6","800"
"4005","307EApr1808","BRIGADE 5       ","23","20","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4006","307EApr1808","BRIGADE 6       ","13","19","32","0","Hh","0","800","Hh","0","800","Dr","8","800","lD","7","800","lD","7","800","lD","7","800","lD","7","800"
"4007","307EApr1808","BRIGADE 7       ","13","19","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4008","307EApr1808","GIBRALTAR GARDE "," 9","46","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4144","307EApr1808","MARINE-BRIG 1   ","G ","12","32","0","Kt","6","800","Kt","6","800","Kt","6","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800"
"4145","307EApr1808","COLONIAL-BRIG 1 ","G ","12","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Mc","4","800","Mc","4","800","--","","","--","",""
"4146","307EApr1808","MARINE-BRIG 2   ","58","79","32","0","Kt","6","797","Kt","6","797","--","","","Ca","4","797","Ca","4","797","Ca","4","797","Ca","4","797"
"4147","307EApr1808","COLONIAL-BRIG 2 ","56","79","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","Kt","6","800","--","",""
"4148","307EApr1808","MARINE-BRIG 3   ","70","74","32","0","Kt","6","800","Kt","6","800","Ca","4","800","Ca","4","800","Ca","4","800","--","","","--","",""
"4149","307EApr1808","COLONIAL-BRIG 3 ","62","88","32","0","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","--","","","--","","","--","",""
"4150","307EApr1808","COLONIAL-BRIG 4 ","75","74","32","81","Ca","4","796","Ca","4","796","Kt","6","796","Mc","4","796","Kt","6","796","Ca","4","796","Ca","4","796"
"4151","307EApr1808","COLONIAL-BRIG 5 ","71","74","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800"
"4152","307EApr1808","COLONIAL-BRIG 6 ","75","74","40","0","Mc","4","797","Cc","4","797","Cc","4","797","Cc","4","797","Cc","4","797","Cc","4","797","Cc","4","797"
"4216","307EApr1808","COLONIALS 1     ","13","19","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4230","307EApr1808","COLONIALS 2     ","G ","15","24","0","Kt","3","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4245","307EApr1808","COLONIALS 3     ","13","19","24","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Mi","3","800","--","","","--","",""
"4415","307EApr1808","COLONIALS       ","13","19","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4427","307EApr1808","COLONIALS       ","13","19","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4438","307EApr1808","COLONIALS       ","13","19","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4001","307EApr1809","BRIGADE 1       ","13","19","26","63","Fg","1","797","Fg","0","797","Fg","1","797","Fg","0","797","Fg","0","797","La","7","797","La","7","797"
"4002","307EApr1809","BRIGADE 2       ","23","20","26","61","Fg","0","794","Fg","0","794","Fg","0","794","Fg","0","794","Fg","0","794","La","7","794","La","7","794"
"4003","307EApr1809","BRIGADE 3       ","23","20","26","61","Fg","0","800","Fg","0","800","Fg","0","800","Dr","8","800","Dr","8","800","La","7","800","La","7","800"
"4004","307EApr1809","BRIGADE 4       ","13","19","24","63","KL","7","797","KL","7","797","KL","7","797","KL","7","797","Pi","8","797","Mi","6","797","Mi","6","797"
"4005","307EApr1809","BRIGADE 5       ","13","19","24","63","Be","8","797","Ln","7","797","Ln","7","797","Ln","7","797","Ln","7","797","Pi","8","797","Mi","6","797"
"4006","307EApr1809","BRIGADE 6       ","13","19","32","62","Hh","0","52","Hh","0","52","Dr","8","0","lD","7","0","lD","7","0","lD","7","0","lD","7","0"
"4008","307EApr1809","GIBRALTAR GARDE ","13","19","24","62","Be","8","798","Ln","7","798","Ln","7","798","Ln","7","798","Ln","7","798","Pi","8","798","Mi","6","798"
"4015","307EApr1809","HIGHLANDER      ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4048","307EApr1809","HIGHLANDER      ","23","20","32","61","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4144","307EApr1809","MARINE-BRIG 1   ","G ","12","32","0","Kt","6","791","Kt","6","791","Kt","6","791","Ca","4","791","Ca","4","791","Ca","4","791","Ca","4","791"
"4145","307EApr1809","COLONIAL-BRIG 1 ","31","93","32","72","Ca","4","789","Ca","4","789","Ca","4","789","Mc","4","789","Mc","4","789","--","","","--","",""
"4146","307EApr1809","MARINE-BRIG 2   ","63","70","32","0","Kt","6","766","Kt","6","766","--","","","Ca","4","766","Ca","4","766","Ca","4","766","Ca","4","766"
"4147","307EApr1809","COLONIAL-BRIG 2 ","59","82","32","0","Kt","3","788","Ca","4","788","Ca","4","788","Cc","4","788","Cc","4","788","Kt","6","788","--","",""
"4148","307EApr1809","MARINE-BRIG 3   ","68","75","32","0","Kt","6","765","Kt","6","765","Ca","4","765","Ca","4","765","Ca","4","765","--","","","--","",""
"4149","307EApr1809","COLONIAL-BRIG 3 ","62","88","32","0","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","--","","","--","","","--","",""
"4150","307EApr1809","COLONIAL-BRIG 4 ","77","75","32","0","Ca","4","752","Ca","4","752","Kt","6","752","Mc","4","752","Kt","6","752","Ca","4","752","Ca","4","752"
"4151","307EApr1809","COLONIAL-BRIG 5 ","78","80","32","73","Ca","4","766","Ca","4","766","Ca","4","766","Ca","4","766","Ca","4","766","Cc","4","766","Cc","4","766"
"4152","307EApr1809","COLONIAL-BRIG 6 ","78","74","40","81","Mc","4","738","Cc","4","738","Cc","4","738","Cc","4","738","Cc","4","738","Cc","4","738","Cc","4","738"
"4216","307EApr1809","COLONIALS 1     ","G ","25","32","0","Kt","3","792","Kt","3","792","Kt","3","792","Kt","3","792","Kt","3","792","--","","","--","",""
"4217","307EApr1809","HIGHLANDER      ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4230","307EApr1809","COLONIALS 2     ","56","79","24","0","Ca","4","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4231","307EApr1809","HIGHLANDER MTD  ","13","19","32","63","Hi","5","797","Hi","5","797","Hi","6","797","Hi","5","797","Hi","5","797","Ma","6","797","Ma","5","797"
"4234","307EApr1809","HIGHLANDER      ","23","20","32","61","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4245","307EApr1809","COLONIALS 3     ","80","79","32","0","Kt","4","789","Kt","4","789","Kt","4","789","Kt","4","789","--","","","--","","","--","",""
"4395","307EApr1809","HIGHLANDER      ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4415","307EApr1809","COLONIALS       ","62","81","32","0","Kt","3","777","Kt","3","777","Kt","3","777","Kt","3","777","Kt","3","777","--","","","--","",""
"4427","307EApr1809","COLONIALS       ","60","78","32","0","Kt","4","778","Kt","4","778","Kt","4","778","Kt","4","778","Kt","4","778","--","","","--","",""
"4438","307EApr1809","COLONIALS       ","80","79","32","0","Kt","3","771","Kt","3","771","Kt","3","771","Kt","3","771","Kt","3","771","--","","","--","",""
"4494","307EApr1809","COLONIALS       ","83","86","24","0","Kt","4","770","Kt","4","770","Mi","4","770","--","","","--","","","--","","","--","",""
"4508","307EApr1809","COLONIALS       ","G ","16","24","0","Kt","4","788","Kt","4","788","--","","","--","","","Mi","4","788","--","","","--","",""
"4522","307EApr1809","MILITIA         ","37","13","24","65","Mi","4","757","Mi","4","755","Mi","4","757","Mi","4","753","Mi","4","756","Mi","4","753","Mi","4","756"
"4523","307EApr1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","--","","","--","",""
"4536","307EApr1809","MILITIA         ","37","13","24","65","Mi","4","756","Mi","4","760","Mi","4","758","Mi","4","756","Mi","3","748","Mi","4","753","Mi","4","757"
"4583","307EApr1809","BRAVEHEARTS     ","23","20","32","0","Hi","5","754","Hi","4","755","Hi","4","760","Hi","4","750","Hi","4","752","--","","","--","",""
"4593","307EApr1809","BRAVEHEARTS     ","23","20","32","0","Hi","4","762","Hi","4","753","Hi","4","753","Hi","4","757","Hi","4","762","--","","","--","",""
"4602","307EApr1809","BRAVEHEARTS     ","23","20","32","0","Hi","4","757","Hi","4","758","Hi","4","758","Hi","4","756","Hi","4","755","--","","","--","",""
"4611","307EApr1809","BRAVEHEARTS     ","23","20","32","0","Hi","4","757","Hi","4","754","Hi","4","754","Hi","4","757","Hi","4","754","--","","","--","",""
"4620","307EApr1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","795","Hi","6","795","Hi","6","795","Hi","6","795","Hi","6","795","--","","","--","",""
"4647","307EApr1809","BRAVEHEARTS     ","37","13","32","65","Hi","4","752","Hi","4","757","Hi","4","753","Hi","4","759","Hi","4","753","--","","","--","",""
"4656","307EApr1809","BRAVEHEARTS     ","37","13","32","65","Hi","4","755","Hi","4","752","Hi","4","758","Hi","4","750","Hi","4","750","--","","","--","",""
"4665","307EApr1809","BRAVEHEARTS     ","37","13","32","65","Hi","4","751","Hi","4","755","Hi","4","749","Hi","4","759","Hi","4","756","--","","","--","",""
"4674","307EApr1809","BRAVEHEARTS     ","37","13","32","65","Hi","4","755","Hi","4","753","Hi","4","755","Hi","4","756","Hi","4","751","--","","","--","",""
"4701","307EApr1809","BRAVEHEARTS     ","23","20","32","61","Hi","5","794","Hi","5","794","Hi","5","794","Hi","5","794","Hi","5","794","--","","","--","",""
"4702","307EApr1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","--","","","--","",""
"4713","307EApr1809","BRAVEHEARTS     ","23","20","32","61","Hi","5","794","Hi","5","794","Hi","5","794","Hi","5","794","Hi","5","794","--","","","--","",""
"4778","307EApr1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","--","","","--","",""
"4788","307EApr1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","--","","","--","",""
"4797","307EApr1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","--","","","--","",""
"4822","307EApr1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","Hi","6","798","--","","","--","",""
"4833","307EApr1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","--","","","--","",""
"4843","307EApr1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","--","","","--","",""
"4852","307EApr1809","BRAVEHEARTS     ","13","19","32","62","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","--","","","--","",""
"4881","307EApr1809","HIGHLANDER      ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4917","307EApr1809","HIGHLANDER MTD  ","13","19","32","63","Hi","5","797","Hi","6","797","Hi","5","797","Hi","5","797","Hi","5","797","Ma","5","797","Ma","5","797"
"4927","307EApr1809","BRAVEHEARTS     ","13","19","32","63","Hi","5","797","Hi","5","797","Hi","6","797","Hi","5","797","Hi","5","797","Hi","7","797","Hi","5","797"
"4935","307EApr1809","BRAVEHEARTS     ","13","19","32","63","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797"
"4943","307EApr1809","BRAVEHEARTS     ","13","19","32","63","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797"
"4951","307EApr1809","BRAVEHEARTS     ","13","19","32","63","Hi","7","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797"
"4958","307EApr1809","BRAVEHEARTS     ","13","19","32","63","Hi","5","797","Hi","5","797","Hi","5","797","Hi","6","797","Hi","5","797","Hi","5","797","Hi","5","797"
"4964","307EApr1809","BRAVEHEARTS     ","13","19","32","63","Hi","5","797","Hi","6","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797"
"4974","307EApr1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","--","","","--","",""
"4983","307EApr1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","--","","","--","",""
"4992","307EApr1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","--","","","--","",""
"5001","307EApr1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","--","","","--","",""
"5010","307EApr1809","DUE RUSSIANS!   ","13","19","24","63","Mi","3","797","Mi","3","797","Mi","3","797","Mi","3","797","Mi","4","797","--","","","--","",""
"5018","307EApr1809","DUE RUSSIANS!   ","13","19","24","63","Mi","4","797","Mi","5","797","Mi","4","797","Mi","4","797","Mi","4","797","--","","","--","",""
"5025","307EApr1809","DUE RUSSIANS!   ","13","19","24","63","Mi","4","797","Mi","4","797","Mi","4","797","Mi","4","797","Mi","5","797","--","","","--","",""
"5035","307EApr1809","HIGHLANDER      ","23","20","32","61","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800"
"5046","307EApr1809","HIGHLANDER      ","23","20","32","61","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800"
