"TurnId","ItemNo","Type","X","Y","FleetNo","MP","Condition","Age","Goods1","Quantity1","Goods2","Quantity2","Money"
"307EMay1809","1187","31","12","74","25","44","89","22","0","0","0","0","0"
"307EMay1809","1188","31","12","74","25","45","90","23","0","0","0","0","0"
"307EMay1809","1189","31","37","13","24","47","95","21","74","0","0","0","0"
"307EMay1809","1190","31","39","88","0","40","80","19","13","0","0","0","0"
"307EMay1809","1191","31","37","13","24","48","96","26","74","0","0","0","0"
"307EMay1809","1192","31","23","20","0","42","84","22","0","0","0","0","0"
"307EMay1809","1328","31","14","19","0","37","74","19","0","0","0","0","0"
"307EMay1809","1349","31","37","13","24","48","96","25","0","0","0","0","0"
"307ENov1808","1169","35","75","91","27","27","91","11","0","0","0","0","0"
"307ENov1808","1170","35","23","20","29","27","91","15","0","0","0","0","0"
"307ENov1808","1171","35","62","88","21","24","81","16","0","0","0","0","0"
"307ENov1808","1172","35","24","77","12","27","91","28","0","0","0","0","0"
"307ENov1808","1173","35","18","21","15","29","98","22","1","0","0","0","0"
"307ENov1808","1174","35","47","47","0","29","96","12","0","0","0","0","0"
"307ENov1808","1175","33","24","77","25","37","92","16","0","0","0","0","0"
"307ENov1808","1176","33","62","88","21","31","78","19","0","0","0","0","0"
"307ENov1808","1177","33","30","49","0","35","88","17","0","0","0","0","0"
"307ENov1808","1178","33","18","21","15","36","91","14","1","0","0","0","0"
"307ENov1808","1179","33","18","21","24","35","88","24","4","384","5","0","0"
"307ENov1808","1180","33","18","21","15","37","92","13","1","0","0","0","0"
"307ENov1808","1181","33","24","77","23","37","92","19","0","0","0","0","0"
"307ENov1808","1182","31","24","77","25","46","92","26","0","0","0","0","0"
"307ENov1808","1183","31","18","21","15","44","88","14","1","0","0","0","0"
"307ENov1808","1184","31","23","20","29","43","86","16","0","0","0","0","0"
"307ENov1808","1185","31","18","21","24","44","89","12","5","0","0","0","0"
"307ENov1808","1186","31","24","77","16","43","86","11","0","0","0","0","0"
"307ENov1808","1187","31","24","77","25","46","92","16","0","0","0","0","0"
"307ENov1808","1188","31","24","77","25","46","92","17","0","0","0","0","0"
"307ENov1808","1189","31","23","20","29","45","90","15","0","0","0","0","0"
"307ENov1808","1190","31","23","20","29","46","93","13","0","0","0","0","0"
"307ENov1808","1191","31","18","21","24","44","89","20","5","0","0","0","0"
"307ENov1808","1192","31","23","20","0","46","92","16","0","0","0","0","0"
"307ENov1808","1349","31","18","21","24","37","75","19","5","0","0","0","0"
"307ENov1809","1019","35","13","19","21","29","97","9","8","0","0","0","0"
"307ENov1809","1117","33","81","88","27","19","47","23","0","0","0","0","0"
"307ENov1809","1169","35","81","88","27","25","84","23","0","0","0","0","0"
"307ENov1809","1170","35","23","20","16","26","86","27","13","100","20","0","0"
"307ENov1809","1171","35","13","19","21","22","72","28","8","383","88","0","0"
"307ENov1809","1172","35","60","99","12","24","80","40","44","0","0","0","0"
"307ENov1809","1173","35","23","20","11","25","85","34","95","0","0","0","0"
"307ENov1809","1175","33","39","90","25","34","85","28","45","0","0","0","0"
"307ENov1809","1176","33","13","19","21","28","70","31","88","85","4","0","0"
"307ENov1809","1177","33","38","53","13","32","81","29","0","0","0","0","0"
"307ENov1809","1178","33","23","20","11","34","84","26","95","130","82","0","0"
"307ENov1809","1179","33","23","20","11","34","85","36","82","0","0","0","0"
"307ENov1809","1180","33","23","20","11","34","84","25","82","10","81","0","0"
"307ENov1809","1181","33","13","19","21","35","87","31","4","0","0","0","0"
"307ENov1809","1182","31","39","90","25","43","86","38","45","0","0","0","0"
"307ENov1809","1183","31","23","20","11","40","80","26","81","0","0","0","0"
"307ENov1809","1184","31","23","20","11","39","78","28","81","0","0","0","0"
"307ENov1809","1185","31","23","20","11","41","83","24","81","0","0","0","0"
"307ENov1809","1186","31","1","20","17","34","69","23","0","0","0","0","0"
"307ENov1809","1187","31","39","90","25","42","84","28","45","0","0","0","0"
"307ENov1809","1188","31","39","90","25","43","86","29","45","0","0","0","0"
"307ENov1809","1189","31","23","20","11","41","82","27","81","0","0","0","0"
"307ENov1809","1190","31","62","88","0","32","64","25","21","55","29","0","0"
"307ENov1809","1191","31","23","20","11","41","82","32","81","140","82","0","0"
"307ENov1809","1192","31","23","20","0","42","84","28","0","0","0","0","0"
"307ENov1809","1217","33","13","19","0","29","73","25","0","0","0","0","0"
"307ENov1809","1321","33","13","19","21","28","70","24","4","0","0","0","0"
"307ENov1809","1328","31","13","19","21","36","72","25","0","0","0","0","0"
"307ENov1809","1349","31","23","20","16","44","88","31","0","0","0","0","0"
"307EOct1808","1169","35","84","86","27","28","92","10","0","0","0","0","0"
"307EOct1808","1170","35","23","20","29","27","91","14","0","0","0","0","0"
"307EOct1808","1171","35","62","88","21","24","81","15","0","0","0","0","0"
"307EOct1808","1172","35","24","77","12","27","91","27","0","0","0","0","0"
"307EOct1808","1173","35","18","21","18","29","98","21","0","0","0","0","0"
"307EOct1808","1174","35","47","47","0","29","96","11","0","0","0","0","0"
"307EOct1808","1175","33","24","77","25","37","92","15","0","0","0","0","0"
"307EOct1808","1176","33","62","88","21","31","78","18","0","0","0","0","0"
"307EOct1808","1177","33","30","49","0","35","88","16","0","0","0","0","0"
"307EOct1808","1178","33","18","21","15","36","91","13","0","0","0","0","0"
"307EOct1808","1179","33","1","42","24","36","89","23","21","0","0","0","0"
"307EOct1808","1180","33","18","21","15","37","92","12","0","0","0","0","0"
"307EOct1808","1181","33","24","77","23","37","92","18","0","0","0","0","0"
"307EOct1808","1182","31","24","77","25","46","92","25","0","0","0","0","0"
"307EOct1808","1183","31","18","21","15","44","88","13","0","0","0","0","0"
"307EOct1808","1184","31","23","20","29","43","86","15","0","0","0","0","0"
"307EOct1808","1185","31","1","42","24","45","91","11","0","0","0","0","0"
"307EOct1808","1186","31","24","77","16","43","86","10","0","0","0","0","0"
"307EOct1808","1187","31","24","77","25","46","92","15","0","0","0","0","0"
"307EOct1808","1188","31","24","77","25","46","92","16","0","0","0","0","0"
"307EOct1808","1189","31","23","20","29","45","90","14","0","0","0","0","0"
"307EOct1808","1190","31","23","20","29","46","93","12","0","0","0","0","0"
"307EOct1808","1191","31","1","42","24","45","90","19","29","0","0","0","0"
"307EOct1808","1192","31","28","20","0","47","94","15","0","0","0","0","5212063"
"307EOct1808","1349","31","1","42","24","38","76","18","20","10","21","0","0"
"307EOct1809","1019","35","13","19","21","29","97","8","0","0","0","0","0"
"307EOct1809","1117","33","81","88","0","20","49","22","0","0","0","0","0"
"307EOct1809","1169","35","81","88","27","25","85","22","0","0","0","0","0"
"307EOct1809","1170","35","23","20","16","26","86","26","13","100","20","0","0"
"307EOct1809","1171","35","13","19","21","22","72","27","0","0","0","0","0"
"307EOct1809","1172","35","27","77","12","25","82","39","44","0","0","0","0"
"307EOct1809","1173","35","34","17","24","26","86","33","0","0","0","0","0"
"307EOct1809","1175","33","39","90","25","34","85","27","45","0","0","0","0"
"307EOct1809","1176","33","13","19","21","28","70","30","0","0","0","0","0"
"307EOct1809","1177","33","38","53","13","32","81","28","0","0","0","0","0"
"307EOct1809","1178","33","34","17","24","34","86","25","0","0","0","0","0"
"307EOct1809","1179","33","34","17","24","35","87","35","0","0","0","0","0"
"307EOct1809","1180","33","34","17","24","34","85","24","0","0","0","0","0"
"307EOct1809","1181","33","13","19","21","35","87","30","0","0","0","0","0"
"307EOct1809","1182","31","39","90","25","43","86","37","45","0","0","0","0"
"307EOct1809","1183","31","34","17","24","41","82","25","0","0","0","0","0"
"307EOct1809","1184","31","34","17","0","40","80","27","0","0","0","0","0"
"307EOct1809","1185","31","34","17","24","42","84","23","0","0","0","0","0"
"307EOct1809","1186","31","1","20","17","34","69","22","0","0","0","0","0"
"307EOct1809","1187","31","39","90","25","42","84","27","45","0","0","0","0"
"307EOct1809","1188","31","39","90","25","43","86","28","45","0","0","0","0"
"307EOct1809","1189","31","34","17","24","42","84","26","0","0","0","0","0"
"307EOct1809","1190","31","62","88","0","32","64","24","21","55","29","0","0"
"307EOct1809","1191","31","34","17","24","42","84","31","0","0","0","0","0"
"307EOct1809","1192","31","23","20","0","42","84","27","0","0","0","0","0"
"307EOct1809","1217","33","14","19","0","30","74","24","0","0","0","0","0"
"307EOct1809","1321","33","13","19","21","28","70","23","0","0","0","0","0"
"307EOct1809","1328","31","13","19","21","36","72","24","0","0","0","0","0"
"307EOct1809","1349","31","23","20","16","44","88","30","0","0","0","0","0"
"307ESep1808","1169","35","83","75","27","28","94","9","0","0","0","0","0"
"307ESep1808","1170","35","38","15","29","28","93","13","0","0","0","0","0"
"307ESep1808","1171","35","68","75","21","26","88","14","0","0","0","0","0"
"307ESep1808","1172","35","16","73","12","28","93","26","0","0","0","0","0"
"307ESep1808","1173","35","18","21","18","29","98","20","0","0","0","0","0"
"307ESep1808","1174","35","56","57","0","29","97","10","0","0","0","0","1363573"
"307ESep1808","1175","33","24","77","25","37","92","14","0","0","0","0","0"
"307ESep1808","1176","33","68","75","21","34","86","17","0","0","0","0","0"
"307ESep1808","1177","33","38","53","0","36","90","15","0","0","0","0","0"
"307ESep1808","1178","33","18","21","15","36","91","12","0","0","0","0","0"
"307ESep1808","1179","33","56","91","24","36","91","22","21","0","0","0","0"
"307ESep1808","1180","33","18","21","15","37","92","11","0","0","0","0","0"
"307ESep1808","1181","33","24","77","23","37","92","17","0","0","0","0","0"
"307ESep1808","1182","31","24","77","25","46","92","24","0","0","0","0","0"
"307ESep1808","1183","31","18","21","15","44","88","12","0","0","0","0","0"
"307ESep1808","1184","31","38","15","29","43","87","14","0","0","0","0","0"
"307ESep1808","1185","31","56","91","24","46","92","10","0","0","0","0","0"
"307ESep1808","1186","31","24","77","16","43","86","9","0","0","0","0","0"
"307ESep1808","1187","31","24","77","25","46","92","14","0","0","0","0","0"
"307ESep1808","1188","31","24","77","25","46","92","15","0","0","0","0","0"
"307ESep1808","1189","31","38","15","29","45","91","13","0","0","0","0","0"
"307ESep1808","1190","31","38","15","29","47","95","11","0","0","0","0","0"
"307ESep1808","1191","31","56","91","24","45","91","18","29","0","0","0","0"
"307ESep1808","1192","31","23","20","0","48","96","14","0","0","0","0","0"
"307ESep1808","1349","31","56","91","0","39","78","17","20","10","21","0","0"
"307ESep1809","1019","35","13","19","0","29","97","7","0","0","0","0","0"
"307ESep1809","1117","33","81","94","0","20","51","21","0","0","0","0","0"
"307ESep1809","1169","35","76","86","27","26","87","21","0","0","0","0","0"
"307ESep1809","1170","35","23","20","29","26","86","25","0","0","0","0","0"
"307ESep1809","1171","35","13","19","21","22","72","26","0","0","0","0","0"
"307ESep1809","1172","35","29","79","12","25","83","38","0","0","0","0","0"
"307ESep1809","1173","35","23","20","24","26","88","32","47","0","0","0","0"
"307ESep1809","1174","35","38","53","0","24","80","22","0","0","0","0","0"
"307ESep1809","1175","33","31","92","25","34","86","26","45","0","0","0","0"
"307ESep1809","1176","33","13","19","21","28","70","29","0","0","0","0","0"
"307ESep1809","1177","33","38","53","0","32","81","27","0","0","0","0","0"
"307ESep1809","1178","33","23","20","24","35","88","24","47","497","56","0","0"
"307ESep1809","1179","33","23","20","24","35","88","34","56","246","65","0","0"
"307ESep1809","1180","33","23","20","24","34","86","23","65","0","0","0","0"
"307ESep1809","1181","33","13","19","14","35","87","29","0","0","0","0","0"
"307ESep1809","1182","31","31","92","25","43","87","36","45","0","0","0","0"
"307ESep1809","1183","31","23","20","24","42","84","24","65","244","74","0","0"
"307ESep1809","1184","31","34","17","0","40","80","26","0","0","0","0","0"
"307ESep1809","1185","31","23","20","24","43","86","22","74","0","0","0","0"
"307ESep1809","1186","31","24","77","0","35","70","21","0","0","0","0","0"
"307ESep1809","1187","31","31","92","25","43","86","26","45","0","0","0","0"
"307ESep1809","1188","31","31","92","25","44","88","27","45","0","0","0","0"
"307ESep1809","1189","31","23","20","24","42","85","25","74","0","0","0","0"
"307ESep1809","1190","31","62","88","0","32","64","23","0","0","0","0","0"
"307ESep1809","1191","31","23","20","24","43","86","30","74","0","0","0","0"
"307ESep1809","1192","31","23","20","0","42","84","26","0","0","0","0","0"
"307ESep1809","1321","33","13","19","0","28","70","22","0","0","0","0","0"
"307ESep1809","1328","31","13","19","0","36","72","23","0","0","0","0","0"
"307ESep1809","1349","31","23","20","24","44","88","29","0","0","0","0","0"
"348BAug1809","1025","35","90","97","13","22","75","23","25","0","0","0","0"
"348BAug1809","1026","33","90","97","12","35","88","22","0","0","0","0","0"
"348BAug1809","1027","31","90","97","13","37","75","28","25","0","0","0","0"
"348BAug1809","1028","31","90","97","13","38","77","26","25","0","0","0","0"
"348BAug1809","1029","31","90","97","0","45","90","20","0","0","0","0","0"
"348BAug1809","1446","31","33","19","0","38","76","30","0","0","0","0","0"
"348BAug1809","1447","31","90","97","13","38","77","31","25","0","0","0","0"
"348BSep1809","1025","35","90","97","13","22","75","24","25","0","0","0","0"
"348BSep1809","1026","33","90","97","12","35","88","23","0","0","0","0","0"
"348BSep1809","1027","31","90","97","13","37","75","29","25","0","0","0","0"
"348BSep1809","1028","31","90","97","13","38","77","27","25","0","0","0","0"
"348BSep1809","1029","31","90","97","0","45","90","21","0","0","0","0","0"
"348BSep1809","1446","31","33","19","0","38","76","31","0","0","0","0","0"
"348BSep1809","1447","31","90","97","13","38","77","32","25","0","0","0","0"
"348EAug1809","1025","35","90","97","13","22","75","23","25","0","0","0","0"
"348EAug1809","1026","33","90","97","12","35","88","22","0","0","0","0","0"
"348EAug1809","1027","31","90","97","13","37","75","28","25","0","0","0","0"
"348EAug1809","1028","31","90","97","13","38","77","26","25","0","0","0","0"
"348EAug1809","1029","31","90","97","0","45","90","20","0","0","0","0","0"
"348EAug1809","1446","31","33","19","0","38","76","30","0","0","0","0","0"
"348EAug1809","1447","31","90","97","13","38","77","31","25","0","0","0","0"
"348ESep1809","1025","35","90","97","13","22","75","24","25","0","0","0","0"
"348ESep1809","1026","33","90","97","12","35","88","23","0","0","0","0","0"
"348ESep1809","1027","31","90","97","13","37","75","29","25","0","0","0","0"
"348ESep1809","1028","31","90","97","13","38","77","27","25","0","0","0","0"
"348ESep1809","1029","31","90","97","0","45","90","21","0","0","0","0","0"
"348ESep1809","1446","31","33","19","0","38","76","31","0","0","0","0","0"
"348ESep1809","1447","31","90","97","13","38","77","32","25","0","0","0","0"
"test","1077","35","18","41","0","30","100","6","0","0","0","0","0"
"test","1078","35","7","34","0","30","100","11","0","0","0","0","0"
"test","1079","33","90","84","31","40","100","4","28","0","0","0","0"
"test","1080","33","18","41","11","40","100","8","0","0","0","0","0"
"test","1081","33","18","41","11","40","100","3","0","0","0","0","0"
"test","1082","31","22","80","21","50","100","4","61","0","0","0","0"
"test","1083","31","22","80","21","50","100","9","0","0","0","0","0"
"test","1084","31","18","41","11","50","100","7","0","0","0","0","0"
"test","1085","31","7","34","0","50","100","8","0","0","0","0","0"
