"X","Y","Owner","Terrain","Bonus"
"13","16","g","B","n"
"13","17","g","B","n"
"13","18","g","H"," "
"13","19","g","B"," "
"13","20"," ","*"," "
"13","21"," ","."," "
"13","22"," ","."," "
"13","23"," ","."," "
"13","24"," ","."," "
"13","25"," ","."," "
"13","26"," ","."," "
"13","27"," ","."," "
"13","28"," ","."," "
"13","29"," ","."," "
"13","30"," ","."," "
"13","31"," ","."," "
"13","32"," ","*"," "
"13","33","e","W"," "
"13","34","e","G"," "
"13","35","e","K"," "
"13","36","E","K"," "
"13","37","E","G","w"
"13","38","E","G"," "
"13","39","E","B","n"
"13","40","E","B"," "
"13","41","E","B"," "
"13","42","E","B"," "
"13","43","E","K"," "
"13","44","E","G"," "
"13","45","e","H"," "
"13","46","e","G"," "
"13","47"," ","*"," "
"13","48"," ","."," "
"13","49"," ","."," "
"13","50"," ","*"," "
"13","51","M","B"," "
"13","52","M","H"," "
"13","53","M","Q"," "
"13","54","M","H","v"
"13","55","M","G"," "
"13","56","M","H"," "
"13","57","M","G"," "
"13","58","M","K"," "
"13","59","m","W"," "
"13","60","m","G"," "
"13","61","m","D"," "
"13","62","m","D"," "
"13","63","m","K"," "
"13","64","m","D"," "
"13","65","m","D"," "
"13","70","?","S"," "
"13","71","?","S"," "
"13","72","?","S"," "
"13","73","?","B"," "
"13","74"," ","*"," "
"13","75"," ","."," "
"13","76"," ","."," "
"13","77"," ","."," "
"13","78"," ","."," "
"13","79"," ","."," "
"13","80"," ","."," "
"13","81"," ","."," "
"13","82"," ","*"," "
"13","83","?","B"," "
"13","84","?","W"," "
"13","85","?","S"," "
"13","86","?","W"," "
"13","87","?","B"," "
"13","88","?","W"," "
"13","89","?","H"," "
"13","90"," ","*"," "
"13","91"," ","."," "
"13","92"," ","."," "
"13","93"," ","."," "
"13","94"," ","."," "
"13","95"," ","."," "
"13","96"," ","."," "
"13","97"," ","."," "
"13","98"," ","."," "
"13","99"," ","."," "
"14","1"," ","."," "
"14","2"," ","."," "
"14","3"," ","."," "
"14","4"," ","."," "
"14","5"," ","."," "
"14","6"," ","."," "
"14","7"," ","."," "
"14","8"," ","."," "
"14","9"," ","."," "
"14","10"," ","."," "
"14","11"," ","."," "
"14","12"," ","*"," "
"14","13","g","H","v"
"14","14","g","H"," "
"14","15","g","B","n"
"14","16","g","B","n"
"14","17","g","B"," "
"14","18","g","H"," "
"14","19"," ","*"," "
"14","20"," ","."," "
"14","21"," ","."," "
"14","22"," ","."," "
"14","23"," ","."," "
"14","24"," ","."," "
"14","25"," ","."," "
"14","26"," ","*"," "
"14","27"," ","."," "
"14","28"," ","."," "
"14","29"," ","."," "
"14","30"," ","."," "
"14","31"," ","."," "
"14","32"," ","*"," "
"14","33","e","W"," "
"14","34","e","W"," "
"14","35","e","G"," "
"14","36","e","H"," "
"14","37","e","H"," "
"14","38","e","H"," "
"14","39","e","G"," "
"14","40","e","B"," "
"14","41","E","H"," "
"14","42","E","W"," "
"14","43","E","G"," "
"14","44","e","H"," "
"14","45","e","H"," "
"14","46","e","G","w"
"14","47"," ","*"," "
"14","48"," ","."," "
"14","49"," ","."," "
"14","50"," ","*"," "
"14","51","M","H"," "
"14","52","M","H","w"
"14","53","M","H"," "
"14","54","M","Q"," "
"14","55","M","W"," "
"14","56","M","H"," "
"14","57","M","H"," "
"14","58","m","G"," "
"14","59","m","G"," "
"14","60","m","G"," "
"14","61","m","D"," "
"14","62","m","K"," "
"14","63","m","D"," "
"14","64","m","D"," "
"14","65","m","D"," "
"14","70","?","B"," "
"14","71","?","B"," "
"14","72","?","B"," "
"14","73"," ","*"," "
"14","74"," ","."," "
"14","75"," ","."," "
"14","76"," ","."," "
"14","77"," ","."," "
"14","78"," ","."," "
"14","79"," ","."," "
"14","80"," ","."," "
"14","81"," ","."," "
"14","82"," ","*"," "
"14","83","?","B"," "
"14","84","?","S"," "
"14","85","?","S"," "
"14","86"," ","*"," "
"14","87"," ","*"," "
"14","88","?","B"," "
"14","89","?","H"," "
"14","90","?","B","n"
"14","91"," ","*"," "
"14","92"," ","."," "
"14","93"," ","."," "
"14","94"," ","."," "
"14","95"," ","."," "
"14","96"," ","."," "
"14","97"," ","."," "
"14","98"," ","."," "
"14","99"," ","."," "
"15","1"," ","."," "
"15","2"," ","."," "
"15","3"," ","."," "
"15","4"," ","."," "
"15","5"," ","."," "
"15","6"," ","."," "
"15","7"," ","."," "
"15","8"," ","."," "
"15","9"," ","."," "
"15","10"," ","."," "
"15","11"," ","."," "
"15","12"," ","+"," "
"15","13","g","B"," "
"15","14","g","B"," "
"15","15","g","B","n"
"15","16"," ","*"," "
"15","17"," ","*"," "
"15","18"," ","*"," "
"15","19"," ","."," "
"15","20"," ","."," "
"15","21"," ","*"," "
"15","22"," ","."," "
"15","23"," ","."," "
"15","24"," ","."," "
"15","25"," ","*"," "
"15","26","F","B"," "
"15","27"," ","*"," "
"15","28"," ","."," "
"15","29"," ","."," "
"15","30"," ","."," "
"15","31"," ","."," "
"15","32"," ","."," "
"15","33"," ","*"," "
"15","34","e","W"," "
"15","35","e","G"," "
"15","36","e","W"," "
"15","37","e","W"," "
"15","38","e","W"," "
"15","39","e","H"," "
"15","40","e","G"," "
"15","41","e","H","v"
"15","42","e","H"," "
"15","43","e","G"," "
"15","44","e","H"," "
"15","45","e","B","n"
"15","46"," ","*"," "
"15","47"," ","."," "
"15","48"," ","."," "
"15","49"," ","*"," "
"15","50","M","B"," "
"15","51","M","B"," "
"15","52","M","Q"," "
"15","53","M","G"," "
"15","54","M","G"," "
"15","55","M","G"," "
"15","56","M","G"," "
"15","57","m","G"," "
"15","58","m","H"," "
"15","59","m","K"," "
"15","60","m","K"," "
"15","61","m","K"," "
"15","62","m","K"," "
"15","63","m","D"," "
"15","64","m","D"," "
"15","65","m","D"," "
"15","70","?","W"," "
"15","71","?","B"," "
"15","72","?","W"," "
"15","73"," ","*"," "
"15","74"," ","."," "
"15","75"," ","."," "
"15","76"," ","."," "
"15","77"," ","."," "
"15","78"," ","."," "
"15","79"," ","."," "
"15","80"," ","*"," "
"15","81"," ","."," "
"15","82"," ","."," "
"15","83"," ","*"," "
"15","84"," ","*"," "
"15","85"," ","*"," "
"15","86"," ","."," "
"15","87"," ","*"," "
"15","88","?","H"," "
"15","89","?","W"," "
"15","90","?","H"," "
"15","91"," ","*"," "
"15","92"," ","*"," "
"15","93"," ","."," "
"15","94"," ","."," "
"15","95"," ","."," "
"15","96"," ","."," "
"15","97"," ","."," "
"15","98"," ","."," "
"15","99"," ","."," "
"16","1"," ","."," "
"16","2"," ","."," "
"16","3"," ","."," "
"16","4"," ","."," "
"16","5"," ","."," "
"16","6"," ","."," "
"16","7"," ","."," "
"16","8"," ","."," "
"16","9"," ","."," "
"16","10"," ","*"," "
"16","11"," ","."," "
"16","12"," ","+"," "
"16","13"," ","*"," "
"16","14"," ","*"," "
"16","15"," ","*"," "
"16","16"," ","."," "
"16","17"," ","."," "
"16","18"," ","."," "
"16","19"," ","*"," "
"16","20"," ","*"," "
"16","21","G","H"," "
"16","22"," ","*"," "
"16","23"," ","."," "
"16","24"," ","*"," "
"16","25","F","B"," "
"16","26","F","H"," "
"16","27"," ","*"," "
"16","28"," ","."," "
"16","29"," ","."," "
"16","30"," ","."," "
"16","31"," ","."," "
"16","32"," ","."," "
"16","33"," ","*"," "
"16","34","e","H"," "
"16","35","e","G"," "
"16","36","e","B"," "
"16","37","e","H"," "
"16","38","e","H"," "
"16","39","e","W"," "
"16","40","e","B","n"
"16","41","e","H"," "
"16","42","e","G"," "
"16","43","e","H"," "
"16","44","e","B","n"
"16","45"," ","*"," "
"16","46"," ","."," "
"16","47"," ","."," "
"16","48"," ","."," "
"16","49"," ","*"," "
"16","50","M","H"," "
"16","51","M","W"," "
"16","52","M","W"," "
"16","53","M","Q"," "
"16","54","M","G","e"
"16","55","M","G"," "
"16","56","m","W"," "
"16","57","m","G"," "
"16","58","m","K"," "
"16","59","m","W"," "
"16","60","m","G"," "
"16","61","m","D"," "
"16","62","m","D"," "
"16","63","m","K"," "
"16","64","m","D"," "
"16","65","m","K"," "
"16","70","?","B"," "
"16","71","?","W"," "
"16","72","?","B"," "
"16","73"," ","*"," "
"16","74"," ","."," "
"16","75"," ","."," "
"16","76"," ","."," "
"16","77"," ","."," "
"16","78"," ","."," "
"16","79"," ","*"," "
"16","80","?","B"," "
"16","81"," ","*"," "
"16","82"," ","."," "
"16","83"," ","."," "
"16","84"," ","."," "
"16","85"," ","."," "
"16","86"," ","."," "
"16","87"," ","*"," "
"16","88","?","B"," "
"16","89","?","G","g"
"16","90","?","W"," "
"16","91","?","H","e"
"16","92","?","B"," "
"16","93"," ","*"," "
"16","94"," ","."," "
"16","95"," ","."," "
"16","96"," ","."," "
"16","97"," ","."," "
"16","98"," ","."," "
"16","99"," ","."," "
"17","1"," ","."," "
"17","2"," ","."," "
"17","3"," ","."," "
"17","4"," ","."," "
"17","5"," ","."," "
"17","6"," ","."," "
"17","7"," ","."," "
"17","8","G","H"," "
"17","9"," ","*"," "
"17","10","G","H"," "
"17","11"," ","+"," "
"17","12","G","H"," "
"17","13"," ","+"," "
"17","14"," ","."," "
"17","15"," ","."," "
"17","16"," ","."," "
"17","17"," ","*"," "
"17","18"," ","*"," "
"17","19","G","B"," "
"17","20"," ","*"," "
"17","21","G","H"," "
"17","22"," ","*"," "
"17","23"," ","."," "
"17","24"," ","*"," "
"17","25","F","B"," "
"17","26","F","H"," "
"17","27","F","B"," "
"17","28"," ","*"," "
"17","29"," ","."," "
"17","30"," ","."," "
"17","31"," ","*"," "
"17","32"," ","*"," "
"17","33"," ","*"," "
"17","34","e","H"," "
"17","35","e","G"," "
"17","36","e","H"," "
"17","37","e","B","n"
"17","38","e","B"," "
"17","39","e","B","n"
"17","40","e","B"," "
"17","41","e","B"," "
"17","42","e","H"," "
"17","43","e","G"," "
"17","44","e","B"," "
"17","45"," ","*"," "
"17","46"," ","."," "
"17","47"," ","."," "
"17","48"," ","."," "
"17","49"," ","*"," "
"17","50","M","H"," "
"17","51","M","B"," "
"17","52","M","H"," "
"17","53","M","H"," "
"17","54","M","G"," "
"17","55","M","S"," "
"17","56","M","G"," "
"17","57","M","K"," "
"17","58","m","H"," "
"17","59","m","G"," "
"17","60","m","H"," "
"17","61","m","K"," "
"17","62","m","D"," "
"17","63","m","K"," "
"17","64","m","K"," "
"17","65","m","D"," "
"17","70","?","H"," "
"17","71","?","W"," "
"17","72","?","W"," "
"17","73"," ","*"," "
"17","74"," ","."," "
"17","75"," ","."," "
"17","76"," ","."," "
"17","77"," ","."," "
"17","78"," ","*"," "
"17","79","?","B"," "
"17","80","?","B"," "
"17","81"," ","*"," "
"17","82"," ","."," "
"17","83"," ","."," "
"17","84"," ","."," "
"17","85"," ","."," "
"17","86"," ","."," "
"17","87"," ","*"," "
"17","88","?","H"," "
"17","89","?","W"," "
"17","90","?","H"," "
"17","91","?","B","n"
"17","92","?","H"," "
"17","93"," ","*"," "
"17","94"," ","."," "
"17","95"," ","."," "
"17","96"," ","."," "
"17","97"," ","."," "
"17","98"," ","."," "
"17","99"," ","."," "
"18","1"," ","."," "
"18","2"," ","."," "
"18","3"," ","."," "
"18","4"," ","."," "
"18","5"," ","."," "
"18","6","G","H"," "
"18","7"," ","."," "
"18","8"," ","*"," "
"18","9"," ","*"," "
"18","10","G","H"," "
"18","11","G","B"," "
"18","12"," ","*"," "
"18","13","G","H"," "
"18","14"," ","*"," "
"18","15"," ","."," "
"18","16"," ","*"," "
"18","17","G","H"," "
"18","18","G","G"," "
"18","19","G","G"," "
"18","20","G","B"," "
"18","21","G","B"," "
"18","22"," ","*"," "
"18","23"," ","."," "
"18","24"," ","*"," "
"18","25"," ","*"," "
"18","26","F","B"," "
"18","27","F","H"," "
"18","28","F","W"," "
"18","29"," ","*"," "
"18","30"," ","*"," "
"18","31","F","H","w"
"18","32","F","H"," "
"18","33","F","B"," "
"18","34","F","H"," "
"18","35","F","G"," "
"18","36","e","K"," "
"18","37","e","H"," "
"18","38","e","H"," "
"18","39","e","W"," "
"18","40","e","W"," "
"18","41","e","B"," "
"18","42"," ","*"," "
"18","43","e","B"," "
"18","44"," ","*"," "
"18","45"," ","."," "
"18","46"," ","."," "
"18","47"," ","."," "
"18","48"," ","."," "
"18","49"," ","."," "
"18","50"," ","*"," "
"18","51","M","B"," "
"18","52","M","G"," "
"18","53","M","H","v"
"18","54","M","G"," "
"18","55","M","H"," "
"18","56","M","B"," "
"18","57","M","G"," "
"18","58","m","G"," "
"18","59","m","G"," "
"18","60","m","G"," "
"18","61","m","K"," "
"18","62","m","K"," "
"18","63","m","D"," "
"18","64","m","D"," "
"18","65","m","D"," "
"18","70","?","B"," "
"18","71","?","W"," "
"18","72","?","B"," "
"18","73","?","B"," "
"18","74"," ","*"," "
"18","75"," ","*"," "
"18","76"," ","*"," "
"18","77"," ","."," "
"18","78"," ","*"," "
"18","79","?","H","w"
"18","80","?","S"," "
"18","81"," ","*"," "
"18","82"," ","."," "
"18","83"," ","."," "
"18","84"," ","."," "
"18","85"," ","."," "
"18","86"," ","."," "
"18","87"," ","."," "
"18","88"," ","*"," "
"18","89"," ","*"," "
"18","90"," ","*"," "
"18","91"," ","*"," "
"18","92","?","B","n"
"18","93","?","W"," "
"18","94"," ","*"," "
"18","95"," ","."," "
"18","96"," ","."," "
"18","97"," ","."," "
"18","98"," ","."," "
"18","99"," ","."," "
"19","1"," ","."," "
"19","2"," ","."," "
"19","3"," ","."," "
"19","4"," ","."," "
"19","5"," ","."," "
"19","6"," ","."," "
"19","7"," ","*"," "
"19","8","G","G"," "
"19","9","G","H"," "
"19","10","G","H","v"
"19","11","G","W"," "
"19","12","G","B"," "
"19","13","G","B"," "
"19","14"," ","*"," "
"19","15"," ","*"," "
"19","16","G","H"," "
"19","17","G","H","v"
"19","18","G","G"," "
"19","19","G","G","e"
"19","20","G","B","n"
"19","21"," ","*"," "
"19","22"," ","."," "
"19","23"," ","*"," "
"19","24","F","B","n"
"19","25","F","B","n"
"19","26","F","B"," "
"19","27","F","B"," "
"19","28","F","B"," "
"19","29","F","B","n"
"19","30","F","B","n"
"19","31","F","B"," "
"19","32","F","W"," "
"19","33","F","B"," "
"19","34","F","B"," "
"19","35","F","G"," "
"19","36","F","K"," "
"19","37","e","H"," "
"19","38","e","H","p"
"19","39","e","W"," "
"19","40","e","H"," "
"19","41"," ","*"," "
"19","42"," ","."," "
"19","43"," ","*"," "
"19","44"," ","."," "
"19","45"," ","."," "
"19","46"," ","."," "
"19","47"," ","."," "
"19","48"," ","."," "
"19","49"," ","*"," "
"19","50","M","B"," "
"19","51","M","B"," "
"19","52","M","H"," "
"19","53","M","G"," "
"19","54","M","G"," "
"19","55","M","G"," "
"19","56","M","H"," "
"19","57","M","G"," "
"19","58","m","W"," "
"19","59","m","K"," "
"19","60","m","G"," "
"19","61","m","H"," "
"19","62","m","K"," "
"19","63","m","K"," "
"19","64","m","D"," "
"19","65","m","D"," "
"19","70","?","B"," "
"19","71","?","W"," "
"19","72","?","W"," "
"19","73","?","S"," "
"19","74","?","W"," "
"19","75","?","S"," "
"19","76","?","B"," "
"19","77"," ","+"," "
"19","78"," ","+"," "
"19","79","?","B"," "
"19","80","?","W"," "
"19","81"," ","*"," "
"19","82"," ","."," "
"19","83","?","B"," "
"19","84"," ","."," "
"19","85"," ","."," "
"19","86"," ","."," "
"19","87"," ","."," "
"19","88"," ","."," "
"19","89"," ","."," "
"19","90"," ","."," "
"19","91"," ","."," "
"19","92"," ","*"," "
"19","93","?","H"," "
"19","94"," ","*"," "
"19","95"," ","."," "
"19","96"," ","."," "
"19","97"," ","."," "
"19","98"," ","."," "
"19","99"," ","."," "
"20","1"," ","."," "
"20","2"," ","."," "
"20","3"," ","."," "
"20","4"," ","."," "
"20","5"," ","."," "
"20","6"," ","."," "
"20","7"," ","*"," "
"20","8","G","G"," "
"20","9","G","H"," "
"20","10","G","H"," "
"20","11","G","W"," "
"20","12","G","B"," "
"20","13","G","B"," "
"20","14","G","W"," "
"20","15","G","H"," "
"20","16","G","H"," "
"20","17","G","H","p"
"20","18","G","G"," "
"20","19","G","G"," "
"20","20","G","B","n"
"20","21","G","B","n"
"20","22"," ","+"," "
"20","23"," ","+"," "
"20","24","F","B"," "
"20","25","F","B","n"
"20","26","F","B"," "
"20","27","F","B"," "
"20","28","F","B"," "
"20","29","F","B"," "
"20","30","F","B","n"
"20","31","F","B"," "
"20","32","F","W"," "
"20","33","F","B"," "
"20","34","F","B"," "
"20","35","F","G"," "
"20","36","F","G"," "
"20","37","e","H"," "
"20","38","e","H","p"
"20","39","e","W"," "
"20","40","e","H"," "
"20","41"," ","*"," "
"20","42"," ","."," "
"20","43"," ","."," "
"20","44"," ","."," "
"20","45"," ","."," "
"20","46"," ","."," "
"20","47"," ","."," "
"20","48"," ","."," "
"20","49"," ","*"," "
"20","50","M","B"," "
"20","51","M","B"," "
"20","52","M","H"," "
"20","53","M","G"," "
"20","54","M","G"," "
"20","55","M","G"," "
"20","56","m","H"," "
"20","57","m","G"," "
"20","58","m","W"," "
"20","59","m","K"," "
"20","60","m","G"," "
"20","61","m","H"," "
"20","62","m","K"," "
"20","63","m","D"," "
"20","64","m","K"," "
"20","65","m","K"," "
"20","70","?","B"," "
"20","71","?","B","n"
"20","72","?","B","w"
"20","73","?","B"," "
"20","74","?","S"," "
"20","75","?","B"," "
"20","76","?","S"," "
"20","77"," ","*"," "
"20","78"," ","*"," "
"20","79","?","W"," "
"20","80","?","B"," "
"20","81"," ","*"," "
"20","82"," ","."," "
"20","83","?","H"," "
"20","84"," ","."," "
"20","85"," ","."," "
"20","86"," ","."," "
"20","87"," ","."," "
"20","88"," ","."," "
"20","89"," ","."," "
"20","90"," ","."," "
"20","91"," ","."," "
"20","92"," ","*"," "
"20","93","?","B"," "
"20","94","?","H"," "
"20","95"," ","*"," "
"20","96"," ","."," "
"20","97"," ","."," "
"20","98","?","H"," "
"20","99"," ","."," "
"21","1"," ","."," "
"21","2"," ","."," "
"21","3"," ","."," "
"21","4"," ","."," "
"21","5"," ","."," "
"21","6"," ","*"," "
"21","7","G","G"," "
"21","8","G","G"," "
"21","9","G","G"," "
"21","10","G","G"," "
"21","11"," ","*"," "
"21","12","G","W"," "
"21","13","G","H"," "
"21","14","G","H"," "
"21","15","G","H","e"
"21","16","G","H","v"
"21","17","G","H"," "
"21","18","G","H"," "
"21","19","G","H"," "
"21","20","G","W"," "
"21","21","G","H"," "
"21","22"," ","*"," "
"21","23"," ","."," "
"21","24"," ","*"," "
"21","25","f","B"," "
"21","26","f","H"," "
"21","27","f","H","w"
"21","28","f","H"," "
"21","29","F","B"," "
"21","30","F","B"," "
"21","31","F","B"," "
"21","32","F","B"," "
"21","33","F","B"," "
"21","34","F","W"," "
"21","35","F","H","v"
"21","36","F","G"," "
"21","37","e","G"," "
"21","38","e","G"," "
"21","39","F","W"," "
"21","40"," ","*"," "
"21","41"," ","."," "
"21","42"," ","."," "
"21","43"," ","."," "
"21","44"," ","."," "
"21","45"," ","."," "
"21","46"," ","."," "
"21","47"," ","."," "
"21","48"," ","."," "
"21","49"," ","*"," "
"21","50","M","B"," "
"21","51","M","B"," "
"21","52","M","G"," "
"21","53","M","G"," "
"21","54","M","G"," "
"21","55","m","H"," "
"21","56","m","S"," "
"21","57","m","G"," "
"21","58","m","H"," "
"21","59","m","G"," "
"21","60","m","K"," "
"21","61","m","K"," "
"21","62","m","K"," "
"21","63","m","D"," "
"21","64","m","K"," "
"21","65","m","D"," "
"21","70","?","B","n"
"21","71","?","B","n"
"21","72","?","B"," "
"21","73"," ","*"," "
"21","74"," ","*"," "
"21","75"," ","*"," "
"21","76"," ","*"," "
"21","77"," ","."," "
"21","78"," ","*"," "
"21","79","?","B"," "
"21","80","?","B"," "
"21","81"," ","*"," "
"21","82"," ","."," "
"21","83","?","W"," "
"21","84"," ","."," "
"21","85"," ","."," "
"21","86"," ","."," "
"21","87"," ","."," "
"21","88"," ","."," "
"21","89"," ","."," "
"21","90"," ","."," "
"21","91"," ","."," "
"21","92"," ","*"," "
"21","93","?","B"," "
"21","94"," ","*"," "
"21","95"," ","."," "
"21","96"," ","."," "
"21","97"," ","."," "
"21","98"," ","."," "
"21","99"," ","*"," "
"22","1"," ","."," "
"22","2"," ","."," "
"22","3"," ","."," "
"22","4"," ","."," "
"22","5"," ","."," "
"22","6"," ","*"," "
"22","7","G","G"," "
"22","8"," ","*"," "
"22","9","G","G"," "
"22","10","G","G"," "
"22","11","G","H"," "
"22","12"," ","+"," "
"22","13","G","W"," "
"22","14","G","B"," "
"22","15","G","H"," "
"22","16","G","H"," "
"22","17","G","H","v"
"22","18","G","W"," "
"22","19","G","B"," "
"22","20","G","B"," "
"22","21","G","B"," "
"22","22"," ","*"," "
"22","23"," ","."," "
"22","24"," ","*"," "
"22","25","f","H"," "
"22","26","f","H"," "
"22","27","f","B"," "
"22","28","f","B"," "
"22","29","f","W"," "
"22","30","f","B"," "
"22","31","F","B"," "
"22","32","F","B"," "
"22","33","F","H"," "
"22","34","F","B"," "
"22","35","F","H"," "
"22","36","F","G"," "
"22","37","F","G"," "
"22","38","F","G"," "
"22","39","F","H"," "
"22","40"," ","*"," "
"22","41"," ","."," "
"22","42"," ","."," "
"22","43","e","H"," "
"22","44","e","B"," "
"22","45"," ","."," "
"22","46"," ","."," "
"22","47"," ","."," "
"22","48"," ","."," "
"22","49"," ","."," "
"22","50"," ","*"," "
"22","51","M","B"," "
"22","52","M","H"," "
"22","53","M","G"," "
"22","54","M","H"," "
"22","55","m","H"," "
"22","56","m","G"," "
"22","57","m","H"," "
"22","58","m","G"," "
"22","59","m","W"," "
"22","60","m","G"," "
"22","61","m","K"," "
"22","62","m","K"," "
"22","63","m","D"," "
"22","64","m","K"," "
"22","65","m","D"," "
"22","70","?","B"," "
"22","71","?","B"," "
"22","72"," ","*"," "
"22","73"," ","."," "
"22","74"," ","."," "
"22","75"," ","."," "
"22","76"," ","."," "
"22","77"," ","."," "
"22","78"," ","."," "
"22","79"," ","*"," "
"22","80","?","H"," "
"22","81"," ","*"," "
"22","82"," ","."," "
"22","83"," ","."," "
"22","84"," ","."," "
"22","85"," ","."," "
"22","86"," ","."," "
"22","87"," ","."," "
"22","88"," ","."," "
"22","89"," ","."," "
"22","90"," ","."," "
"22","91"," ","."," "
"22","92"," ","."," "
"22","93"," ","*"," "
"22","94","?","W"," "
"22","95"," ","*"," "
"22","96"," ","*"," "
"22","97"," ","*"," "
"22","98"," ","*"," "
"22","99","?","W"," "
"23","1"," ","."," "
"23","2"," ","."," "
"23","3"," ","."," "
"23","4"," ","."," "
"23","5","G","H"," "
"23","6"," ","."," "
"23","7"," ","*"," "
"23","8"," ","*"," "
"23","9","G","H"," "
"23","10","G","B"," "
"23","11"," ","*"," "
"23","12"," ","."," "
"23","13"," ","*"," "
"23","14"," ","*"," "
"23","15","G","H"," "
"23","16","G","H"," "
"23","17","G","H"," "
"23","18","G","W"," "
"23","19","G","B"," "
"23","20","G","B"," "
"23","21","G","H"," "
"23","22"," ","*"," "
"23","23"," ","."," "
"23","24"," ","*"," "
"23","25","f","B"," "
"23","26","f","B"," "
"23","27","f","B"," "
"23","28","f","B"," "
"23","29","f","W"," "
"23","30","f","H","v"
"23","31","f","B"," "
"23","32","F","W"," "
"23","33","F","W"," "
"23","34","F","H"," "
"23","35","F","H"," "
"23","36","F","H"," "
"23","37","F","H"," "
"23","38","F","H"," "
"23","39","F","B"," "
"23","40"," ","*"," "
"23","41"," ","."," "
"23","42"," ","."," "
"23","43"," ","."," "
"23","44"," ","."," "
"23","45"," ","."," "
"23","46"," ","."," "
"23","47"," ","."," "
"23","48"," ","."," "
"23","49"," ","."," "
"23","50"," ","*"," "
"23","51","M","B"," "
"23","52","M","G"," "
"23","53","M","W"," "
"23","54","M","W"," "
"23","55","M","S"," "
"23","56","m","W"," "
"23","57","m","G"," "
"23","58","m","B"," "
"23","59","m","K"," "
"23","60","m","H"," "
"23","61","m","K"," "
"23","62","m","D"," "
"23","63","m","D"," "
"23","64","m","D"," "
"23","65","m","D"," "
"23","70","?","B"," "
"23","71"," ","*"," "
"23","72"," ","."," "
"23","73"," ","."," "
"23","74"," ","."," "
"23","75"," ","."," "
"23","76","?","B"," "
"23","77"," ","."," "
"23","78"," ","."," "
"23","79"," ","*"," "
"23","80","?","W"," "
"23","81","?","H"," "
"23","82"," ","*"," "
"23","83"," ","."," "
"23","84"," ","."," "
"23","85"," ","."," "
"23","86"," ","."," "
"23","87"," ","."," "
"23","88"," ","."," "
"23","89"," ","."," "
"23","90"," ","."," "
"23","91"," ","."," "
"23","92"," ","."," "
"23","93"," ","*"," "
"23","94","?","B"," "
"23","95","?","B"," "
"23","96","?","B"," "
"23","97","?","B"," "
"23","98","?","H"," "
"23","99","?","H"," "
"24","1"," ","."," "
"24","2"," ","."," "
"24","3"," ","."," "
"24","4"," ","."," "
"24","5"," ","."," "
"24","6"," ","."," "
"24","7"," ","."," "
"24","8"," ","."," "
"24","9"," ","*"," "
"24","10"," ","*"," "
"24","11"," ","."," "
"24","12"," ","."," "
"24","13"," ","."," "
"24","14"," ","."," "
"24","15"," ","*"," "
"24","16"," ","*"," "
"24","17"," ","*"," "
"24","18","G","B"," "
"24","19","G","B"," "
"24","20"," ","*"," "
"24","21","G","B"," "
"24","22"," ","*"," "
"24","23"," ","*"," "
"24","24","f","B"," "
"24","25","f","B"," "
"24","26","f","W"," "
"24","27","f","B"," "
"24","28","f","B"," "
"24","29","f","B"," "
"24","30","f","B"," "
"24","31","f","W"," "
"24","32","f","W"," "
"24","33","F","G","w"
"24","34","F","G"," "
"24","35","F","H","p"
"24","36","F","B"," "
"24","37","F","B"," "
"24","38","F","B"," "
"24","39"," ","*"," "
"24","40"," ","."," "
"24","41"," ","."," "
"24","42"," ","."," "
"24","43","e","B","w"
"24","44"," ","."," "
"24","45"," ","."," "
"24","46"," ","."," "
"24","47"," ","."," "
"24","48"," ","."," "
"24","49"," ","."," "
"24","50"," ","*"," "
"24","51","M","B"," "
"24","52","M","H"," "
"24","53","M","H"," "
"24","54","M","H"," "
"24","55","m","H"," "
"24","56","m","S"," "
"24","57","m","G"," "
"24","58","m","H"," "
"24","59","m","H"," "
"24","60","m","B"," "
"24","61","m","K"," "
"24","62","m","K"," "
"24","63","m","K"," "
"24","64","m","D"," "
"24","65","m","K"," "
"24","70"," ","*"," "
"24","71"," ","."," "
"24","72"," ","."," "
"24","73"," ","."," "
"24","74"," ","."," "
"24","75"," ","."," "
"24","76","?","W"," "
"24","77","?","B"," "
"24","78"," ","."," "
"24","79"," ","."," "
"24","80"," ","*"," "
"24","81","?","B"," "
"24","82"," ","*"," "
"24","83"," ","."," "
"24","84"," ","."," "
"24","85"," ","."," "
"24","86"," ","."," "
"24","87"," ","."," "
"24","88"," ","."," "
"24","89"," ","."," "
"24","90"," ","."," "
"24","91"," ","."," "
"24","92"," ","."," "
"24","93"," ","."," "
"24","94"," ","*"," "
"24","95","?","B"," "
"24","96","?","G"," "
"24","97","?","W"," "
"24","98","?","G","g"
"24","99","?","G"," "
"25","1"," ","."," "
"25","2"," ","."," "
"25","3"," ","."," "
"25","4"," ","."," "
"25","5"," ","."," "
"25","6"," ","."," "
"25","7"," ","."," "
"25","8"," ","."," "
"25","9"," ","."," "
"25","10"," ","."," "
"25","11"," ","."," "
"25","12"," ","."," "
"25","13"," ","."," "
"25","14"," ","."," "
"25","15"," ","."," "
"25","16"," ","."," "
"25","17"," ","."," "
"25","18"," ","*"," "
"25","19"," ","*"," "
"25","20"," ","."," "
"25","21"," ","+"," "
"25","22"," ","+"," "
"25","23","f","B"," "
"25","24","f","B"," "
