"TurnId","ItemNo","X","Y","Name","Rate","EctPts","Food","Stone","Wood","Ore","Zinc","Horses","Textiles","Wool","Gold","Wine"
"306ENov1808","108","35","27","Munich          ","3","0","0","0","0","0","0","13000","0","0","0","0"
"306ENov1808","109","35","40","Rome            ","6","1485","656","6000","2877","21","3","6145","25","41","55","37"
"306ENov1808","110","37","16","Kopenhagen      ","5","17835","3750","451","5851","150","0","4892","336","228","63","254"
"306ENov1808","111","38","43","Naples          ","6","1243","317","177","2000","21","2","711","31","82","3","28"
"306ENov1808","112","39","22","Berlin          ","5","2571","2513","427","3886","162","0","2714","16","138","43","0"
"306ENov1808","113","41","29","Vienna          ","5","13288","823","220","1774","0","0","895","0","0","7","52"
"306ENov1808","114","43","10","Karlskrona      ","4","17753","4915","55","5188","91","0","7979","0","0","10","0"
"306ENov1808","115","52","20","Warsaw          ","4","1158","4150","260","4658","84","2","7741","119","121","51","41"
"306ENov1808","116","58","6","Petersburg      ","6","995","800","205","1018","8","2","1219","38","132","9","72"
"306ENov1808","117","58","40","Istanbul        ","2","0","929","541","1070","17","1","1088","35","30","6","34"
"306ENov1808","118","58","60","Cairo           ","2","1188","0","394","2161","25","2","1157","16","105","5","39"
"306ENov1808","119","69","17","Moscow          ","6","0","1011","119","645","8","2","1127","60","68","2","48"
"306ENov1808","131","9","84","Vera Cruz       ","3","450","0","166","0","29","33","271","19","68","20","62"
"306ENov1808","132","13","73","New Orleans     ","2","0","0","407","1497","122","8","1953","24","28","38","32"
"306ENov1808","133","22","80","Santiago de Cuba","3","187","400","433","817","16","18","831","17","78","17","69"
"306ENov1808","134","26","92","Cartagena       ","3","4","363","389","331","19","27","689","35","56","39","63"
"306ENov1808","135","35","83","Martinique      ","5","347","23","438","468","43","36","2173","26","51","48","81"
"306ENov1808","136","40","96","Belem           ","2","300","0","388","1126","46","5","1890","31","54","40","0"
"306ENov1808","141","56","79","Goa             ","5","51","0","461","0","107","50","627","0","0","89","19"
"306ENov1808","142","62","88","Trincomale      ","5","266","493","461","1691","121","27","572","24","43","27","68"
"306ENov1808","143","68","75","Calcutta        ","5","300","162","356","2175","28","6","1057","0","65","41","40"
"306ENov1808","144","75","95","Padany          ","2","0","0","0","0","0","0","0","0","0","0","0"
"306ENov1808","145","82","88","Saigon          ","5","264","940","477","1644","28","6","1105","38","64","63","77"
"306ENov1808","146","83","75","Haiphong        ","2","335","469","110","0","17","5","252","27","38","32","58"
"306EOct1808","101","5","41","Lisbon          ","5","2057","3000","0","0","44","3","8009","0","0","10","75"
"306EOct1808","102","5","55","Rabat           ","5","0","0","0","1588","0","2","0","0","118","10","0"
"306EOct1808","103","13","41","Madrid          ","2","2750","99","0","5683","22","14","549","128","0","42","51"
"306EOct1808","104","23","20","London          ","3","623","835","0","0","28","3","880","0","0","5","0"
"306EOct1808","105","23","27","Paris           ","3","0","0","801","0","22","3","1386","23","71","32","72"
"306EOct1808","106","28","20","Amsterdam       ","5","6975","805","624","487","117","1","4507","35","54","8","49"
"306EOct1808","107","30","49","Tunis           ","5","3913","1998","649","1070","20","13","1030","50","93","9","0"
"306EOct1808","108","35","27","Munich          ","2","0","0","0","0","0","0","13000","0","0","0","0"
"306EOct1808","109","35","40","Rome            ","5","1485","656","0","877","21","3","1145","25","41","5","37"
"306EOct1808","110","37","16","Kopenhagen      ","6","18599","3750","451","5851","141","0","4892","456","228","63","254"
"306EOct1808","111","38","43","Naples          ","4","1243","317","177","2000","21","2","711","31","82","3","28"
"306EOct1808","112","39","22","Berlin          ","6","2571","3000","427","2686","162","0","2714","16","138","39","0"
"306EOct1808","113","41","29","Vienna          ","6","13288","823","220","1774","0","0","895","0","0","7","52"
"306EOct1808","114","43","10","Karlskrona      ","5","17378","4915","55","5188","91","0","7979","0","0","10","0"
"306EOct1808","115","52","20","Warsaw          ","4","1158","4150","260","4658","84","2","7741","119","121","51","41"
"306EOct1808","116","58","6","Petersburg      ","4","995","800","205","1018","8","2","1219","38","132","9","72"
"306EOct1808","117","58","40","Istanbul        ","2","0","929","541","1070","17","1","1088","35","30","6","34"
"306EOct1808","118","58","60","Cairo           ","2","1188","0","394","2161","25","2","1157","16","105","5","39"
"306EOct1808","119","69","17","Moscow          ","4","0","1011","119","1354","8","2","1127","60","68","2","48"
"306EOct1808","131","9","84","Vera Cruz       ","3","450","0","166","0","29","33","271","19","68","20","62"
"306EOct1808","132","13","73","New Orleans     ","3","0","0","407","1497","122","8","1953","24","28","38","32"
"306EOct1808","133","22","80","Santiago de Cuba","3","187","400","433","817","16","18","831","22","78","17","69"
"306EOct1808","134","26","92","Cartagena       ","3","4","363","389","331","19","27","689","35","56","39","63"
"306EOct1808","135","35","83","Martinique      ","4","347","23","438","764","43","44","2173","26","51","48","81"
"306EOct1808","136","40","96","Belem           ","3","300","0","388","1126","46","5","1890","31","54","40","0"
"306EOct1808","141","56","79","Goa             ","4","51","0","461","0","119","43","627","0","72","64","19"
"306EOct1808","142","62","88","Trincomale      ","4","266","493","461","1691","121","30","572","24","43","27","68"
"306EOct1808","143","68","75","Calcutta        ","4","300","162","356","2175","28","6","1057","0","65","41","40"
"306EOct1808","144","75","95","Padany          ","2","271","312","395","1355","26","20","1424","24","35","16","83"
"306EOct1808","145","82","88","Saigon          ","4","264","940","477","1644","28","6","1105","38","64","63","77"
"306EOct1808","146","83","75","Haiphong        ","2","335","469","110","0","17","5","252","27","38","32","58"
"307EApr1808","101","5","41","Lisbon          ","2","0","0","0","0","19","2","0","0","0","8","0"
"307EApr1808","102","5","55","Rabat           ","6","1482","1086","578","1934","18","3","669","40","129","2","75"
"307EApr1808","103","13","41","Madrid          ","4","773","4063","567","2095","27","5","7946","50","223","40","93"
"307EApr1808","104","23","20","London          ","3","0","1180","0","0","22","3","670","0","0","6","94"
"307EApr1808","105","23","27","Paris           ","3","353","1043","799","2208","0","1","794","0","0","9","54"
"307EApr1808","106","28","20","Amsterdam       ","2","909","300","624","1084","24","6","4704","36","115","9","0"
"307EApr1808","107","30","49","Tunis           ","6","1358","1093","649","694","45","2","606","48","67","9","74"
"307EApr1808","108","35","27","Munich          ","5","0","6001","278","2375","45","1","761","0","2","81","104"
"307EApr1808","109","35","40","Rome            ","5","0","0","0","3000","78","3","0","0","42","102","0"
"307EApr1808","110","37","16","Kopenhagen      ","5","1120","852","1451","4206","21","3","4007","61","90","26","141"
"307EApr1808","111","38","43","Naples          ","5","519","2367","1377","1965","91","14","770","39","79","42","72"
"307EApr1808","112","39","22","Berlin          ","4","639","0","427","1854","0","1","948","33","79","9","97"
"307EApr1808","113","41","29","Vienna          ","3","0","782","389","2219","0","2","697","0","0","8","33"
"307EApr1808","114","43","10","Karlskrona      ","6","0","0","0","0","0","0","0","0","0","0","0"
"307EApr1808","115","52","20","Warsaw          ","2","1481","736","420","1735","16","3","1073","20","86","6","41"
"307EApr1808","116","58","6","Petersburg      ","4","1398","1086","399","2212","24","3","977","27","122","8","33"
"307EApr1808","117","58","40","Istanbul        ","4","692","1595","541","989","23","14","1179","31","155","25","66"
"307EApr1808","118","58","60","Cairo           ","5","0","530","394","1130","0","0","0","48","101","0","0"
"307EApr1808","119","69","17","Moscow          ","4","519","1000","426","2009","26","3","1066","22","92","4","53"
"307EApr1808","131","9","84","Vera Cruz       ","4","0","477","245","0","22","9","596","21","58","6","98"
"307EApr1808","132","13","73","New Orleans     ","3","0","589","344","1393","0","7","738","32","61","10","88"
"307EApr1808","133","22","80","Santiago de Cuba","4","0","616","142","768","21","13","712","31","55","23","88"
"307EApr1808","134","26","92","Cartagena       ","4","0","368","250","1081","27","8","711","39","51","12","73"
"307EApr1808","135","35","83","Martinique      ","4","0","0","2","0","0","0","113","0","0","0","0"
"307EApr1808","136","40","96","Belem           ","6","300","700","388","1455","47","14","663","20","62","56","73"
"307EApr1808","141","56","79","Goa             ","6","0","495","461","0","24","6","574","29","65","14","54"
"307EApr1808","142","62","88","Trincomale      ","6","0","738","461","0","0","7","332","33","71","9","61"
"307EApr1808","143","68","75","Calcutta        ","3","681","357","439","1149","23","33","982","33","40","34","58"
"307EApr1808","144","75","95","Padany          ","4","0","0","0","0","0","8","2336","16","0","0","0"
"307EApr1808","145","82","88","Saigon          ","3","994","419","290","1008","28","17","1059","21","46","70","83"
"307EApr1808","146","83","75","Haiphong        ","3","305","303","401","1638","21","6","417","28","53","12","67"
"307EApr1809","101","5","41","Lisbon          ","4","9000","286","4500","3077","28","2","14189","322","0","8","0"
"307EApr1809","102","5","55","Rabat           ","6","762","781","578","1934","18","3","669","19","129","74","35"
"307EApr1809","103","13","41","Madrid          ","2","0","0","0","0","27","4","0","136","223","23","93"
"307EApr1809","104","23","20","London          ","4","9000","958","0","0","106","3","670","0","0","88","72"
"307EApr1809","105","23","27","Paris           ","2","0","4463","799","0","0","9","2","0","0","4","0"
"307EApr1809","106","28","20","Amsterdam       ","2","0","125","624","643","56","30","0","22","0","4","36"
"307EApr1809","107","30","49","Tunis           ","6","3495","1498","1149","694","74","2","606","32","67","18","74"
"307EApr1809","108","35","27","Munich          ","2","0","0","278","0","0","1","0","0","2","0","104"
"307EApr1809","109","35","40","Rome            ","6","965","0","0","3000","78","3","0","0","42","23","0"
"307EApr1809","110","37","16","Kopenhagen      ","4","3120","0","4298","4445","213","3","3557","0","0","42","139"
"307EApr1809","111","38","43","Naples          ","3","15228","1867","1422","0","233","22","770","0","0","53","50"
"307EApr1809","112","39","22","Berlin          ","2","0","0","0","0","0","1","0","0","0","0","0"
"307EApr1809","113","41","29","Vienna          ","3","0","632","389","2219","96","2","0","0","0","77","33"
"307EApr1809","114","43","10","Karlskrona      ","3","0","0","0","0","0","0","0","0","0","29","33"
"307EApr1809","115","52","20","Warsaw          ","6","8916","3936","2206","7674","16","3","5073","283","86","6","199"
"307EApr1809","116","58","6","Petersburg      ","4","0","919","399","2212","19","3","906","27","122","2","48"
"307EApr1809","117","58","40","Istanbul        ","3","12500","1455","3471","1276","53","11","0","79","305","25","0"
"307EApr1809","118","58","60","Cairo           ","4","15013","530","1561","1549","244","36","0","344","0","81","0"
"307EApr1809","119","69","17","Moscow          ","4","0","1000","191","2009","23","2","1066","16","92","2","39"
"307EApr1809","131","9","84","Vera Cruz       ","2","243","368","1221","776","94","48","2499","21","58","77","98"
"307EApr1809","132","13","73","New Orleans     ","6","159","589","243","1393","0","28","738","16","55","2","88"
"307EApr1809","133","22","80","Santiago de Cuba","2","0","0","2000","1565","34","44","2124","31","55","38","111"
"307EApr1809","134","26","92","Cartagena       ","2","0","323","785","1671","26","47","1847","39","51","74","46"
"307EApr1809","135","35","83","Martinique      ","3","1901","0","737","326","32","26","1581","73","69","0","39"
"307EApr1809","136","40","96","Belem           ","4","476","700","388","1455","47","14","663","20","62","83","23"
"307EApr1809","141","56","79","Goa             ","4","0","495","461","0","24","6","425","29","38","14","54"
"307EApr1809","142","62","88","Trincomale      ","4","0","326","461","0","0","33","332","33","71","9","44"
"307EApr1809","143","68","75","Calcutta        ","4","681","357","439","2074","77","33","982","21","31","13","40"
"307EApr1809","144","75","95","Padany          ","4","105","408","0","1053","0","23","0","12","80","0","80"
"307EApr1809","145","82","88","Saigon          ","6","1972","522","102","1330","23","14","763","7","31","40","52"
"307EApr1809","146","83","75","Haiphong        ","3","0","0","0","0","28","11","0","22","53","55","117"
"307EAug1808","101","5","41","Lisbon          ","3","0","0","0","0","0","2","0","0","0","8","0"
"307EAug1808","102","5","55","Rabat           ","2","1327","781","578","1934","18","3","669","28","129","2","35"
"307EAug1808","103","13","41","Madrid          ","6","2773","4063","1567","2095","27","5","7946","50","223","40","93"
"307EAug1808","104","23","20","London          ","5","5400","1180","0","0","58","3","670","0","0","88","94"
"307EAug1808","105","23","27","Paris           ","6","4697","4463","799","2208","0","4","3","0","115","4","56"
"307EAug1808","106","28","20","Amsterdam       ","6","790","125","624","1084","36","6","0","36","0","9","0"
"307EAug1808","107","30","49","Tunis           ","2","995","1498","649","694","45","2","606","48","67","6","74"
"307EAug1808","108","35","27","Munich          ","4","0","0","278","0","0","1","0","0","2","0","104"
"307EAug1808","109","35","40","Rome            ","2","0","0","0","3000","78","3","0","0","42","64","0"
"307EAug1808","110","37","16","Kopenhagen      ","5","1120","852","3675","4456","171","3","7557","61","90","52","151"
"307EAug1808","111","38","43","Naples          ","3","28","1867","522","0","67","14","770","0","0","58","50"
"307EAug1808","112","39","22","Berlin          ","2","8700","1200","427","1854","0","1","948","22","79","9","97"
"307EAug1808","113","41","29","Vienna          ","5","0","632","389","2219","96","2","697","0","0","77","33"
"307EAug1808","114","43","10","Karlskrona      ","4","0","0","0","0","0","0","0","0","0","29","43"
"307EAug1808","115","52","20","Warsaw          ","5","64","736","420","1167","16","3","1073","20","86","6","41"
"307EAug1808","116","58","6","Petersburg      ","4","1398","919","399","2212","19","3","1183","27","122","2","48"
"307EAug1808","117","58","40","Istanbul        ","2","1834","1595","541","989","53","14","0","131","155","25","0"
"307EAug1808","118","58","60","Cairo           ","3","675","530","261","249","67","0","0","0","0","58","0"
"307EAug1808","119","69","17","Moscow          ","4","642","1000","191","2009","26","3","1066","22","92","7","53"
"307EAug1808","131","9","84","Vera Cruz       ","3","0","410","245","0","31","23","0","21","58","35","98"
"307EAug1808","132","13","73","New Orleans     ","6","210","589","649","1393","0","19","738","24","55","2","88"
"307EAug1808","133","22","80","Santiago de Cuba","3","0","0","0","1190","34","27","0","31","55","38","111"
"307EAug1808","134","26","92","Cartagena       ","3","0","368","887","546","44","22","0","39","51","28","73"
"307EAug1808","135","35","83","Martinique      ","6","0","0","737","726","0","8","2233","50","35","0","50"
"307EAug1808","136","40","96","Belem           ","2","476","700","388","1455","47","14","663","20","62","83","73"
"307EAug1808","141","56","79","Goa             ","4","150","495","461","0","24","6","574","29","65","14","54"
"307EAug1808","142","62","88","Trincomale      ","4","150","626","461","0","9","33","332","33","71","9","44"
"307EAug1808","143","68","75","Calcutta        ","4","681","357","439","274","23","33","982","33","40","34","40"
"307EAug1808","144","75","95","Padany          ","3","1400","480","0","789","35","23","2336","16","80","53","0"
"307EAug1808","145","82","88","Saigon          ","4","877","372","290","1008","23","14","1059","15","34","70","52"
"307EAug1808","146","83","75","Haiphong        ","6","305","303","401","1059","21","6","316","28","43","103","67"
"307EDec1808","101","5","41","Lisbon          ","5","9000","286","0","490","28","2","0","0","0","8","0"
"307EDec1808","102","5","55","Rabat           ","4","954","781","578","1934","18","3","669","19","129","74","35"
"307EDec1808","103","13","41","Madrid          ","4","10475","3885","4960","7116","27","4","16370","136","223","23","93"
"307EDec1808","104","23","20","London          ","6","0","958","0","0","58","3","670","0","0","88","94"
"307EDec1808","105","23","27","Paris           ","3","9577","4463","799","2208","0","12","2","342","115","4","56"
"307EDec1808","106","28","20","Amsterdam       ","4","0","125","624","929","56","30","0","36","0","9","49"
"307EDec1808","107","30","49","Tunis           ","4","3495","1498","1149","694","45","2","606","48","67","6","74"
"307EDec1808","108","35","27","Munich          ","4","0","0","278","0","0","1","0","0","2","0","104"
"307EDec1808","109","35","40","Rome            ","3","0","0","0","3000","78","3","0","0","42","64","0"
"307EDec1808","110","37","16","Kopenhagen      ","2","3120","852","4298","4456","321","3","7557","61","75","77","151"
"307EDec1808","111","38","43","Naples          ","4","11428","1867","522","0","249","14","770","0","0","98","50"
"307EDec1808","112","39","22","Berlin          ","6","22000","2000","0","3000","0","1","0","0","0","58","48"
"307EDec1808","113","41","29","Vienna          ","2","0","632","389","2219","96","2","0","0","0","77","33"
"307EDec1808","114","43","10","Karlskrona      ","2","0","0","0","0","0","0","0","0","0","29","43"
"307EDec1808","115","52","20","Warsaw          ","6","5064","3736","420","12374","16","3","1073","16","86","6","41"
"307EDec1808","116","58","6","Petersburg      ","3","0","919","399","2212","19","3","906","27","122","2","48"
"307EDec1808","117","58","40","Istanbul        ","3","8500","1455","3040","276","53","14","0","131","305","25","0"
"307EDec1808","118","58","60","Cairo           ","4","11475","530","661","249","249","0","0","0","0","45","0"
"307EDec1808","119","69","17","Moscow          ","3","0","1000","191","2009","23","3","1066","16","92","4","53"
"307EDec1808","131","9","84","Vera Cruz       ","4","300","368","2149","1500","94","48","3300","21","58","77","98"
"307EDec1808","132","13","73","New Orleans     ","2","159","589","649","1393","0","28","738","24","55","2","88"
"307EDec1808","133","22","80","Santiago de Cuba","4","0","0","2000","1565","34","44","3300","31","55","38","111"
"307EDec1808","134","26","92","Cartagena       ","4","0","368","1887","1671","33","47","2750","39","51","74","73"
"307EDec1808","135","35","83","Martinique      ","2","1901","0","737","326","32","26","1581","73","69","0","39"
"307EDec1808","136","40","96","Belem           ","3","476","700","388","1455","47","14","663","20","62","83","23"
"307EDec1808","141","56","79","Goa             ","4","0","495","461","0","24","6","574","29","48","14","54"
"307EDec1808","142","62","88","Trincomale      ","4","150","326","461","0","0","33","332","33","71","9","44"
"307EDec1808","143","68","75","Calcutta        ","6","681","357","439","1674","23","33","982","21","40","34","40"
"307EDec1808","144","75","95","Padany          ","3","105","408","0","2089","35","23","2336","12","80","53","80"
"307EDec1808","145","82","88","Saigon          ","6","2677","372","290","1428","23","14","1059","10","31","40","52"
"307EDec1808","146","83","75","Haiphong        ","3","243","262","401","1225","35","11","661","22","43","55","117"
"307EFeb1809","101","5","41","Lisbon          ","6","9000","286","0","3077","28","2","6689","646","0","8","0"
"307EFeb1809","102","5","55","Rabat           ","6","762","781","578","1934","18","3","669","19","129","74","35"
"307EFeb1809","103","13","41","Madrid          ","3","9096","2385","4960","7116","27","4","16370","136","223","23","93"
"307EFeb1809","104","23","20","London          ","4","9000","958","0","0","106","3","670","0","0","88","94"
"307EFeb1809","105","23","27","Paris           ","3","7258","4463","799","2208","0","10","2","342","115","4","56"
"307EFeb1809","106","28","20","Amsterdam       ","4","1011","125","624","643","56","30","0","36","0","4","36"
"307EFeb1809","107","30","49","Tunis           ","6","3495","1498","1149","694","45","2","606","32","67","6","74"
"307EFeb1809","108","35","27","Munich          ","4","0","0","278","0","0","1","0","0","2","0","104"
"307EFeb1809","109","35","40","Rome            ","4","1193","0","0","3000","78","3","0","0","42","23","0"
"307EFeb1809","110","37","16","Kopenhagen      ","3","3120","0","4298","4445","213","3","3557","0","0","77","139"
"307EFeb1809","111","38","43","Naples          ","6","15228","1867","1422","0","235","20","770","0","0","98","50"
"307EFeb1809","112","39","22","Berlin          ","4","30000","1610","0","3000","0","1","0","0","0","73","22"
"307EFeb1809","113","41","29","Vienna          ","2","0","632","389","2219","96","2","0","0","0","77","33"
"307EFeb1809","114","43","10","Karlskrona      ","3","0","0","0","0","0","0","0","0","0","29","33"
"307EFeb1809","115","52","20","Warsaw          ","6","6216","3736","206","7302","16","3","1073","380","86","6","199"
"307EFeb1809","116","58","6","Petersburg      ","5","0","919","399","2212","19","3","906","27","122","2","48"
"307EFeb1809","117","58","40","Istanbul        ","3","12500","1455","3040","276","53","14","0","79","305","25","0"
"307EFeb1809","118","58","60","Cairo           ","6","13013","530","1561","249","243","24","0","500","0","81","0"
"307EFeb1809","119","69","17","Moscow          ","5","0","1000","191","2009","23","2","1066","16","92","4","39"
"307EFeb1809","131","9","84","Vera Cruz       ","4","300","368","1221","1500","94","48","2499","21","58","77","98"
"307EFeb1809","132","13","73","New Orleans     ","3","159","589","243","1393","0","28","738","16","55","2","88"
"307EFeb1809","133","22","80","Santiago de Cuba","4","0","0","2000","1565","34","44","3300","31","55","38","111"
"307EFeb1809","134","26","92","Cartagena       ","4","0","323","785","1671","33","47","2750","39","51","74","46"
"307EFeb1809","135","35","83","Martinique      ","3","1901","0","737","326","32","26","1581","73","69","0","39"
"307EFeb1809","136","40","96","Belem           ","5","476","700","388","1455","47","14","663","20","62","83","23"
"307EFeb1809","141","56","79","Goa             ","3","0","495","461","0","24","6","425","29","38","14","54"
"307EFeb1809","142","62","88","Trincomale      ","3","150","326","461","0","0","33","332","33","71","9","44"
"307EFeb1809","143","68","75","Calcutta        ","3","681","357","439","2074","77","33","982","21","31","13","40"
"307EFeb1809","144","75","95","Padany          ","2","105","408","0","2089","0","23","0","12","80","0","80"
"307EFeb1809","145","82","88","Saigon          ","3","2677","522","290","2028","23","14","763","7","31","40","52"
"307EFeb1809","146","83","75","Haiphong        ","3","0","0","0","0","35","11","0","22","43","55","117"
"307EJan1808","101","5","41","Lisbon          ","2","1355","880","624","2280","23","2","1058","51","46","8","78"
"307EJan1808","102","5","55","Rabat           ","4","1482","1086","578","1934","21","3","669","40","129","6","75"
"307EJan1808","103","13","41","Madrid          ","5","773","1213","567","2095","27","3","1001","50","121","5","93"
"307EJan1808","104","23","20","London          ","2","516","1180","499","1663","22","3","917","58","89","9","94"
"307EJan1808","105","23","27","Paris           ","2","1373","884","476","2208","25","1","794","34","139","9","71"
"307EJan1808","106","28","20","Amsterdam       ","5","909","856","624","1084","24","3","654","36","140","9","104"
"307EJan1808","107","30","49","Tunis           ","5","1358","863","649","1328","25","2","606","48","67","9","74"
"307EJan1808","108","35","27","Munich          ","6","875","922","467","1950","22","1","761","34","122","9","104"
"307EJan1808","109","35","40","Rome            ","2","815","817","428","2199","21","3","1066","28","145","5","81"
"307EJan1808","110","37","16","Kopenhagen      ","5","1120","852","451","2456","25","3","776","35","90","10","74"
"307EJan1808","111","38","43","Naples          ","6","519","1167","177","1140","21","3","770","39","79","6","72"
"307EJan1808","112","39","22","Berlin          ","3","639","846","427","1854","23","1","948","33","79","9","97"
"307EJan1808","113","41","29","Vienna          ","3","633","782","389","2219","24","2","697","52","59","8","33"
"307EJan1808","114","43","10","Karlskrona      ","2","1463","956","405","2306","21","2","1101","37","98","6","59"
"307EJan1808","115","52","20","Warsaw          ","3","1481","1069","420","1735","21","3","1073","30","86","6","41"
"307EJan1808","116","58","6","Petersburg      ","2","1398","1226","399","2212","24","3","977","27","142","8","33"
"307EJan1808","117","58","40","Istanbul        ","6","795","857","541","1564","23","2","969","31","87","5","66"
"307EJan1808","118","58","60","Cairo           ","2","1035","930","394","1130","23","2","860","48","124","9","45"
"307EJan1808","119","69","17","Moscow          ","2","519","1000","426","2009","26","3","1066","44","92","6","53"
"307EJan1808","131","9","84","Vera Cruz       ","4","491","559","245","1718","22","9","596","28","58","13","98"
"307EJan1808","132","13","73","New Orleans     ","2","354","589","344","1393","22","9","738","32","61","10","88"
"307EJan1808","133","22","80","Santiago de Cuba","4","260","695","433","1610","26","10","712","31","55","12","88"
"307EJan1808","134","26","92","Cartagena       ","4","377","368","389","1081","27","8","711","39","51","12","73"
"307EJan1808","135","35","83","Martinique      ","4","362","558","438","1766","30","9","551","28","46","12","89"
"307EJan1808","136","40","96","Belem           ","4","350","700","388","1455","24","6","574","20","62","11","73"
"307EJan1808","141","56","79","Goa             ","2","425","728","461","1509","24","6","574","29","65","14","84"
"307EJan1808","142","62","88","Trincomale      ","2","400","738","461","1738","29","10","532","33","71","13","61"
"307EJan1808","143","68","75","Calcutta        ","6","255","357","439","1149","23","10","502","33","40","11","56"
"307EJan1808","144","75","95","Padany          ","3","353","725","395","1411","24","8","637","21","65","12","80"
"307EJan1808","145","82","88","Saigon          ","6","394","419","477","1008","28","6","796","29","46","12","53"
"307EJan1808","146","83","75","Haiphong        ","3","305","303","401","1638","28","6","417","28","53","12","95"
"307EJan1809","101","5","41","Lisbon          ","6","9000","286","0","490","28","2","0","0","0","8","0"
"307EJan1809","102","5","55","Rabat           ","5","762","781","578","1934","18","3","669","19","129","74","35"
"307EJan1809","103","13","41","Madrid          ","5","10475","2385","4960","7116","27","4","16370","136","223","23","93"
"307EJan1809","104","23","20","London          ","6","9000","958","0","0","106","3","670","0","0","88","94"
"307EJan1809","105","23","27","Paris           ","4","7258","4463","799","2208","0","10","2","342","115","4","56"
"307EJan1809","106","28","20","Amsterdam       ","5","0","125","624","929","56","30","0","36","0","4","36"
"307EJan1809","107","30","49","Tunis           ","5","3495","1498","1149","694","45","2","606","48","67","6","74"
"307EJan1809","108","35","27","Munich          ","5","0","0","278","0","0","1","0","0","2","0","104"
"307EJan1809","109","35","40","Rome            ","5","0","0","0","3000","78","3","0","0","42","23","0"
"307EJan1809","110","37","16","Kopenhagen      ","2","3120","352","4298","4456","321","3","5557","61","25","77","151"
"307EJan1809","111","38","43","Naples          ","5","12928","1867","1422","0","249","20","770","0","0","98","50"
"307EJan1809","112","39","22","Berlin          ","6","27000","1610","0","3000","0","1","0","0","0","73","35"
"307EJan1809","113","41","29","Vienna          ","2","0","632","389","2219","96","2","0","0","0","77","33"
"307EJan1809","114","43","10","Karlskrona      ","2","0","0","0","0","0","0","0","0","0","29","33"
"307EJan1809","115","52","20","Warsaw          ","5","6064","3736","420","7302","16","3","1073","336","86","6","191"
"307EJan1809","116","58","6","Petersburg      ","3","0","919","399","2212","19","3","906","27","122","2","48"
"307EJan1809","117","58","40","Istanbul        ","2","12500","1455","3040","276","53","14","0","131","305","25","0"
"307EJan1809","118","58","60","Cairo           ","5","13175","530","1561","249","297","24","0","0","0","60","0"
"307EJan1809","119","69","17","Moscow          ","3","0","1000","191","2009","23","3","1066","16","92","4","39"
"307EJan1809","131","9","84","Vera Cruz       ","4","300","368","2149","1500","94","48","3300","21","58","77","98"
"307EJan1809","132","13","73","New Orleans     ","2","159","589","243","1393","0","28","738","24","55","2","88"
"307EJan1809","133","22","80","Santiago de Cuba","4","0","0","2000","1565","34","44","3300","31","55","38","111"
"307EJan1809","134","26","92","Cartagena       ","4","0","323","785","1671","33","47","2750","39","51","74","46"
"307EJan1809","135","35","83","Martinique      ","4","1901","0","737","326","32","26","1581","73","69","0","39"
"307EJan1809","136","40","96","Belem           ","4","476","700","388","1455","47","14","663","20","62","83","23"
"307EJan1809","141","56","79","Goa             ","3","0","495","461","0","24","6","425","29","48","14","54"
"307EJan1809","142","62","88","Trincomale      ","3","150","326","461","0","0","33","332","33","71","9","44"
"307EJan1809","143","68","75","Calcutta        ","4","681","357","439","2074","77","33","982","21","40","34","40"
"307EJan1809","144","75","95","Padany          ","2","105","408","0","2089","35","23","2336","12","80","53","80"
"307EJan1809","145","82","88","Saigon          ","4","2677","522","290","2028","23","14","763","7","31","40","52"
"307EJan1809","146","83","75","Haiphong        ","2","243","262","401","1225","35","11","661","22","43","55","117"
"307EJul1808","101","5","41","Lisbon          ","3","0","0","0","0","0","2","0","0","0","8","0"
"307EJul1808","102","5","55","Rabat           ","3","1327","781","578","1934","18","3","669","28","129","2","35"
"307EJul1808","103","13","41","Madrid          ","5","2773","4063","1567","2095","27","5","7946","50","223","40","93"
"307EJul1808","104","23","20","London          ","6","5400","1180","0","0","58","3","670","0","0","88","94"
"307EJul1808","105","23","27","Paris           ","5","3959","4463","799","2208","0","1","3","0","115","4","56"
"307EJul1808","106","28","20","Amsterdam       ","5","909","125","624","1084","0","6","0","36","0","9","0"
"307EJul1808","107","30","49","Tunis           ","3","995","1498","649","694","45","2","606","48","67","9","74"
"307EJul1808","108","35","27","Munich          ","2","2000","0","278","2375","45","1","761","0","2","81","104"
"307EJul1808","109","35","40","Rome            ","2","0","0","0","3000","78","3","0","0","42","64","0"
"307EJul1808","110","37","16","Kopenhagen      ","6","1120","852","3651","4206","121","3","7357","61","90","95","151"
"307EJul1808","111","38","43","Naples          ","2","28","2367","522","0","79","14","770","0","0","58","72"
"307EJul1808","112","39","22","Berlin          ","4","8697","1200","427","1854","0","1","948","33","79","9","97"
"307EJul1808","113","41","29","Vienna          ","6","0","632","389","2219","0","2","697","0","0","77","33"
"307EJul1808","114","43","10","Karlskrona      ","5","0","0","0","0","0","0","0","0","0","29","43"
"307EJul1808","115","52","20","Warsaw          ","4","64","736","420","1167","16","3","1073","20","86","6","41"
"307EJul1808","116","58","6","Petersburg      ","5","1398","919","399","2212","19","3","1183","27","122","2","48"
