"TurnId","ItemNo","Type","Name","X","Y","FleetNo","MP","Condition","Age","Marines","Brigade1","Brigade2"
"307EApr1809","1428","19","DEFENCE        ","12","19","11","21","70","26","617","0","0"
"307EAug1808","1124","25","VICTORY        ","24","20","19","18","92","10","1100","4674","600"
"307EAug1808","1125","25","BRITANNIA      ","23","20","20","20","100","12","1100","4647","600"
"307EAug1808","1126","25","ROYAL SOVEREIGN","1","29","18","19","96","15","1100","4008","600"
"307EAug1808","1127","23","NEPTUNE        ","1","29","18","19","95","13","950","4008","520"
"307EAug1808","1128","23","ELEPHANT       ","13","19","0","19","95","8","950","0","0"
"307EAug1808","1129","23","PRINCE OF WALES","24","20","19","19","93","19","950","4674","200"
"307EAug1808","1130","23","TONNANT        ","23","20","20","20","100","16","950","4647","200"
"307EAug1808","1131","23","DREADNOUGHT    ","24","20","19","19","95","9","950","4583","600"
"307EAug1808","1132","21","CRESSY         ","24","20","19","23","91","12","800","4583","200"
"307EAug1808","1133","21","ORION          ","24","20","19","23","91","15","800","4593","500"
"307EAug1808","1134","19","LEVIATHAN      ","23","20","20","30","100","13","700","4656","500"
"307EAug1808","1135","19","ORION          ","23","20","20","30","100","13","700","4656","300"
"307EAug1808","1136","19","SPARTIATE      ","24","20","19","28","95","11","700","4593","300"
"307EAug1808","1137","19","SWIFTSURE      ","24","20","19","29","97","19","700","4602","500"
"307EAug1808","1138","19","CONQUEROR      ","24","20","19","29","96","10","700","4602","300"
"307EAug1808","1139","19","GALLAND        ","62","88","13","24","80","16","700","0","0"
"307EAug1808","1140","19","THUNDERER      ","24","20","19","28","94","21","700","4611","500"
"307EAug1808","1141","19","MINOTAUR       ","90","92","27","28","93","12","700","4494","480"
"307EAug1808","1142","19","REVENGE        ","62","88","13","24","80","15","700","0","0"
"307EAug1808","1143","19","AJAX           ","38","53","28","28","92","17","700","0","0"
"307EAug1808","1144","17","SPECULATOR     ","24","20","19","28","94","10","600","4611","300"
"307EAug1808","1145","17","AFRICA         ","24","20","19","28","93","13","600","0","0"
"307EAug1808","1146","17","ARDENT         ","24","20","29","27","90","16","600","4522","400"
"307EAug1808","1147","17","AGAMEMNON      ","23","20","20","30","100","10","600","4665","400"
"307EAug1808","1148","17","HERCULES       ","38","53","28","28","92","13","600","0","0"
"307EAug1808","1149","17","KING GEORGE    ","18","91","12","28","94","16","600","4144","400"
"307EAug1808","1150","17","POLYPHEMUS     ","24","20","19","28","95","17","600","0","0"
"307EAug1808","1151","15","SUSSEX         ","1","29","18","33","95","11","500","0","0"
"307EAug1808","1152","15","ACTIVE         ","90","92","27","34","97","13","500","4245","400"
"307EAug1808","1153","15","ISIS           ","18","91","12","33","93","14","500","4144","400"
"307EAug1808","1154","15","CENTURION      ","38","53","28","32","92","18","500","0","0"
"307EAug1808","1155","15","MARTIN         ","23","20","20","35","100","12","500","4665","400"
"307EAug1808","1156","13","ROMULUS        ","24","20","29","36","89","9","450","4522","300"
"307EAug1808","1157","11","GLORY          ","38","53","28","38","95","16","400","0","0"
"307EAug1808","1158","11","DRAKE          ","18","91","12","38","94","21","400","4144","250"
"307EAug1808","1159","11","HOTSPUR        ","1","44","25","37","93","9","400","0","0"
"307EAug1808","1160","11","DART           ","38","33","0","36","91","16","400","0","0"
"307EAug1808","1161","11","ALEMENE        ","14","82","23","38","95","14","400","0","0"
"307EAug1808","1162","11","BLANCHE        ","62","88","13","32","81","14","400","0","0"
"307EAug1808","1163","7","DIADEM         ","14","82","23","43","96","10","350","0","0"
"307EAug1808","1164","5","AMAZON         ","90","92","27","43","95","18","300","4245","150"
"307EAug1808","1165","1","AQUILON        ","23","20","0","50","100","13","250","0","0"
"307EAug1808","1166","1","CIRCE          ","24","77","0","50","100","10","250","0","0"
"307EAug1808","1167","1","HERMES         ","26","92","0","48","96","14","250","0","0"
"307EAug1808","1168","1","LAVIUS         ","33","19","0","47","95","12","250","0","0"
"307EAug1808","1425","15","ROSE           ","31","92","16","33","93","10","500","0","0"
"307EAug1808","1426","7","ARROW          ","71","74","0","43","95","15","350","0","0"
"307EAug1808","1427","7","HOLLY          ","31","92","16","41","91","16","350","0","0"
"307EAug1808","1428","19","DEFENCE        ","1","44","15","28","93","18","700","0","0"
"307EAug1808","1429","11","DILIGENT       ","24","20","29","40","99","26","400","4536","40"
"307EDec1808","1141","19","MINOTAUR       ","82","88","27","26","88","16","700","0","0"
"307EDec1808","1143","19","AJAX           ","38","53","28","28","92","21","700","0","0"
"307EDec1808","1148","17","HERCULES       ","38","53","28","28","92","17","600","0","0"
"307EDec1808","1149","17","KING GEORGE    ","24","77","12","27","91","20","600","0","0"
"307EDec1808","1152","15","ACTIVE         ","82","88","27","32","91","17","500","0","0"
"307EDec1808","1153","15","ISIS           ","24","77","12","31","89","18","500","0","0"
"307EDec1808","1154","15","CENTURION      ","38","53","28","32","92","22","500","0","0"
"307EDec1808","1157","11","GLORY          ","38","53","28","38","95","20","400","0","0"
"307EDec1808","1158","11","DRAKE          ","24","77","12","36","91","25","400","0","0"
"307EDec1808","1161","11","ALEMENE        ","24","77","23","37","93","18","400","0","0"
"307EDec1808","1162","11","BLANCHE        ","62","88","0","30","75","18","400","0","0"
"307EDec1808","1163","7","DIADEM         ","24","77","23","42","94","14","350","0","0"
"307EDec1808","1164","5","AMAZON         ","82","88","27","40","90","22","300","0","0"
"307EDec1808","1166","1","CIRCE          ","24","77","0","50","100","14","250","0","0"
"307EDec1808","1167","1","HERMES         ","40","96","0","46","92","18","250","0","0"
"307EDec1808","1425","15","ROSE           ","24","77","16","32","91","14","500","0","0"
"307EDec1808","1426","7","ARROW          ","71","74","0","43","95","19","350","0","0"
"307EDec1808","1427","7","HOLLY          ","24","77","16","40","89","20","350","0","0"
"307EFeb1809","1134","19","LEVIATHAN      ","13","20","11","30","99","19","700","0","0"
"307EFeb1809","1135","19","ORION          ","13","20","11","30","99","19","700","0","0"
"307EFeb1809","1136","19","SPARTIATE      ","13","20","11","30","99","17","700","0","0"
"307EFeb1809","1137","19","SWIFTSURE      ","13","20","11","30","99","25","700","0","0"
"307EFeb1809","1138","19","CONQUEROR      ","13","20","11","30","99","16","700","0","0"
"307EFeb1809","1139","19","GALLAND        ","13","20","11","15","50","22","700","0","0"
"307EFeb1809","1140","19","THUNDERER      ","13","20","11","21","69","27","230","0","0"
"307EFeb1809","1141","19","MINOTAUR       ","82","88","27","26","88","18","700","0","0"
"307EFeb1809","1142","19","REVENGE        ","13","20","11","16","53","21","700","0","0"
"307EFeb1809","1143","19","AJAX           ","38","53","28","28","92","23","700","0","0"
"307EFeb1809","1147","17","AGAMEMNON      ","13","20","11","13","42","16","21","0","0"
"307EFeb1809","1148","17","HERCULES       ","38","53","28","28","92","19","600","0","0"
"307EFeb1809","1149","17","KING GEORGE    ","24","77","12","25","85","22","600","4144","400"
"307EFeb1809","1152","15","ACTIVE         ","82","88","27","32","91","19","500","0","0"
"307EFeb1809","1153","15","ISIS           ","24","77","12","29","83","20","500","4144","400"
"307EFeb1809","1154","15","CENTURION      ","38","53","28","32","92","24","500","0","0"
"307EFeb1809","1157","11","GLORY          ","38","53","28","38","95","22","400","0","0"
"307EFeb1809","1158","11","DRAKE          ","24","77","12","34","86","27","400","4144","250"
"307EFeb1809","1161","11","ALEMENE        ","24","77","23","37","93","20","400","0","0"
"307EFeb1809","1162","11","BLANCHE        ","62","88","0","30","75","20","400","0","0"
"307EFeb1809","1163","7","DIADEM         ","24","77","23","42","94","16","350","0","0"
"307EFeb1809","1164","5","AMAZON         ","82","88","27","40","90","24","300","0","0"
"307EFeb1809","1166","1","CIRCE          ","24","77","0","50","100","16","250","0","0"
"307EFeb1809","1167","1","HERMES         ","26","92","0","41","82","20","250","0","0"
"307EFeb1809","1289","25","IMP. ALEXANDER ","13","20","11","15","76","23","254","0","0"
"307EFeb1809","1290","23","F?RST REPNIN   ","13","20","11","13","63","16","312","0","0"
"307EFeb1809","1291","21","TWARDY         ","13","20","11","16","64","21","353","0","0"
"307EFeb1809","1292","21","DIMITRI        ","13","20","11","11","46","17","310","0","0"
"307EFeb1809","1294","19","KOLJA          ","13","20","11","13","42","19","380","0","0"
"307EFeb1809","1295","19","CHARTSCHENKO   ","13","20","11","12","40","18","330","0","0"
"307EFeb1809","1296","19","SKATSHKOW      ","13","20","11","13","42","17","350","0","0"
"307EFeb1809","1297","17","ALESCHA        ","13","20","11","14","46","20","130","0","0"
"307EFeb1809","1305","13","BATJUSCHKA     ","13","20","11","40","99","19","450","0","0"
"307EFeb1809","1307","11","MAZNEW         ","13","20","11","25","62","25","132","0","0"
"307EFeb1809","1310","11","ARTEMJEW       ","13","20","11","39","98","20","400","0","0"
"307EFeb1809","1425","15","ROSE           ","90","92","16","25","72","16","500","4508","400"
"307EFeb1809","1426","7","ARROW          ","71","74","0","43","95","21","350","0","0"
"307EFeb1809","1427","7","HOLLY          ","90","92","16","31","70","22","350","4508","73"
"307EFeb1809","1428","19","DEFENCE        ","13","20","11","22","72","24","617","0","0"
"307EJan1808","1124","25","VICTORY        ","22","11","0","20","100","3","1100","0","0"
"307EJan1808","1125","25","BRITANNIA      ","23","20","0","20","100","5","1100","0","0"
"307EJan1808","1126","25","ROYAL SOVEREIGN","38","53","0","20","100","8","1100","0","0"
"307EJan1808","1127","23","NEPTUNE        ","38","53","0","20","100","6","950","0","0"
"307EJan1808","1128","23","ELEPHANT       ","56","79","0","20","100","1","950","0","0"
"307EJan1808","1129","23","PRINCE OF WALES","24","77","0","20","100","12","950","0","0"
"307EJan1808","1130","23","TONNANT        ","23","20","0","20","100","9","950","0","0"
"307EJan1808","1131","23","DREADNOUGHT    ","9","46","0","20","100","2","950","0","0"
"307EJan1808","1132","21","CRESSY         ","22","11","0","25","100","5","800","0","0"
"307EJan1808","1133","21","ORION          ","22","11","0","25","100","8","800","0","0"
"307EJan1808","1134","19","LEVIATHAN      ","23","20","0","30","100","6","700","0","0"
"307EJan1808","1135","19","ORION          ","23","20","0","30","100","6","700","0","0"
"307EJan1808","1136","19","SPARTIATE      ","24","77","0","30","100","4","700","0","0"
"307EJan1808","1137","19","SWIFTSURE      ","56","79","0","30","100","12","700","0","0"
"307EJan1808","1138","19","CONQUEROR      ","9","46","0","30","100","3","700","0","0"
"307EJan1808","1139","19","GALLAND        ","62","88","0","30","100","9","700","0","0"
"307EJan1808","1140","19","THUNDERER      ","24","77","0","30","100","14","700","0","0"
"307EJan1808","1141","19","MINOTAUR       ","38","53","0","30","100","5","700","0","0"
"307EJan1808","1142","19","REVENGE        ","62","88","0","30","100","8","700","0","0"
"307EJan1808","1143","19","AJAX           ","47","47","0","30","100","10","700","0","0"
"307EJan1808","1144","17","SPECULATOR     ","56","79","0","30","100","3","600","0","0"
"307EJan1808","1145","17","AFRICA         ","9","46","0","30","100","6","600","0","0"
"307EJan1808","1146","17","ARDENT         ","22","11","0","30","100","9","600","0","0"
"307EJan1808","1147","17","AGAMEMNON      ","23","20","0","30","100","3","600","0","0"
"307EJan1808","1148","17","HERCULES       ","47","47","0","30","100","6","600","0","0"
"307EJan1808","1149","17","KING GEORGE    ","24","77","0","30","100","9","600","0","0"
"307EJan1808","1150","17","POLYPHEMUS     ","9","46","0","30","100","10","600","0","0"
"307EJan1808","1151","15","SUSSEX         ","38","53","0","35","100","4","500","0","0"
"307EJan1808","1152","15","ACTIVE         ","9","46","0","35","100","6","500","0","0"
"307EJan1808","1153","15","ISIS           ","24","77","0","35","100","7","500","0","0"
"307EJan1808","1154","15","CENTURION      ","47","47","0","35","100","11","500","0","0"
"307EJan1808","1155","15","MARTIN         ","23","20","0","35","100","5","500","0","0"
"307EJan1808","1156","13","ROMULUS        ","22","11","0","40","100","2","450","0","0"
"307EJan1808","1157","11","GLORY          ","47","47","0","40","100","9","400","0","0"
"307EJan1808","1158","11","DRAKE          ","24","77","0","40","100","14","400","0","0"
"307EJan1808","1159","11","HOTSPUR        ","9","46","0","40","100","2","400","0","0"
"307EJan1808","1160","11","DART           ","47","47","0","40","100","9","400","0","0"
"307EJan1808","1161","11","ALEMENE        ","56","79","0","40","100","7","400","0","0"
"307EJan1808","1162","11","BLANCHE        ","62","88","0","40","100","7","400","0","0"
"307EJan1808","1163","7","DIADEM         ","56","79","0","45","100","3","350","0","0"
"307EJan1808","1164","5","AMAZON         ","9","46","0","45","100","11","300","0","0"
"307EJan1808","1165","1","AQUILON        ","23","20","0","50","100","6","250","0","0"
"307EJan1808","1166","1","CIRCE          ","24","77","0","50","100","3","250","0","0"
"307EJan1808","1167","1","HERMES         ","24","77","0","50","100","7","250","0","0"
"307EJan1808","1168","1","LAVIUS         ","22","11","0","50","100","5","250","0","0"
"307EJan1808","1425","15","ROSE           ","13","19","0","35","100","3","500","0","0"
"307EJan1808","1426","7","ARROW          ","13","19","0","45","100","8","350","0","0"
"307EJan1808","1427","7","HOLLY          ","13","19","0","45","100","9","350","0","0"
"307EJan1808","1428","19","DEFENCE        ","13","19","0","30","100","11","700","0","0"
"307EJan1808","1429","11","DILIGENT       ","13","19","0","40","100","19","400","0","0"
"307EJan1809","1139","19","GALLAND        ","18","21","24","15","51","21","700","0","0"
"307EJan1809","1141","19","MINOTAUR       ","82","88","27","26","88","17","700","0","0"
"307EJan1809","1142","19","REVENGE        ","18","21","24","16","54","20","700","0","0"
"307EJan1809","1143","19","AJAX           ","38","53","28","28","92","22","700","0","0"
"307EJan1809","1148","17","HERCULES       ","38","53","28","28","92","18","600","0","0"
"307EJan1809","1149","17","KING GEORGE    ","17","73","12","27","89","21","600","4144","400"
"307EJan1809","1152","15","ACTIVE         ","82","88","27","32","91","18","500","0","0"
"307EJan1809","1153","15","ISIS           ","17","73","12","31","88","19","500","4144","400"
"307EJan1809","1154","15","CENTURION      ","38","53","28","32","92","23","500","0","0"
"307EJan1809","1157","11","GLORY          ","38","53","28","38","95","21","400","0","0"
"307EJan1809","1158","11","DRAKE          ","17","73","12","36","90","26","400","4144","250"
"307EJan1809","1161","11","ALEMENE        ","24","77","23","37","93","19","400","0","0"
"307EJan1809","1162","11","BLANCHE        ","62","88","0","30","75","19","400","0","0"
"307EJan1809","1163","7","DIADEM         ","24","77","23","42","94","15","350","0","0"
"307EJan1809","1164","5","AMAZON         ","82","88","27","40","90","23","300","0","0"
"307EJan1809","1166","1","CIRCE          ","24","77","0","50","100","15","250","0","0"
"307EJan1809","1167","1","HERMES         ","40","96","0","46","92","19","250","0","0"
"307EJan1809","1295","19","CHARTSCHENKO   ","18","21","11","13","42","17","330","0","0"
"307EJan1809","1296","19","SKATSHKOW      ","18","21","11","13","43","16","350","0","0"
"307EJan1809","1297","17","ALESCHA        ","18","21","11","14","47","19","130","0","0"
"307EJan1809","1305","13","BATJUSCHKA     ","18","21","11","29","73","18","111","0","0"
"307EJan1809","1307","11","MAZNEW         ","18","21","11","25","63","24","132","0","0"
"307EJan1809","1310","11","ARTEMJEW       ","18","21","11","31","78","19","177","0","0"
"307EJan1809","1425","15","ROSE           ","15","84","16","28","79","15","500","4508","400"
"307EJan1809","1426","7","ARROW          ","71","74","0","43","95","20","350","0","0"
"307EJan1809","1427","7","HOLLY          ","15","84","16","35","77","21","350","4508","73"
"307EJan1809","1428","19","DEFENCE        ","18","21","11","22","73","23","617","0","0"
"307EJul1808","1124","25","VICTORY        ","13","19","14","19","93","9","1100","0","0"
"307EJul1808","1125","25","BRITANNIA      ","23","20","20","20","100","11","1100","0","0"
"307EJul1808","1126","25","ROYAL SOVEREIGN","9","46","18","19","97","14","1100","4008","600"
"307EJul1808","1127","23","NEPTUNE        ","9","46","18","19","97","12","950","4008","520"
"307EJul1808","1128","23","ELEPHANT       ","11","21","0","19","97","7","950","0","0"
"307EJul1808","1129","23","PRINCE OF WALES","13","19","19","19","95","18","950","0","0"
"307EJul1808","1130","23","TONNANT        ","23","20","20","20","100","15","950","0","0"
"307EJul1808","1131","23","DREADNOUGHT    ","13","19","19","19","96","8","950","0","0"
"307EJul1808","1132","21","CRESSY         ","13","19","14","23","92","11","800","0","0"
"307EJul1808","1133","21","ORION          ","13","19","14","23","92","14","800","0","0"
"307EJul1808","1134","19","LEVIATHAN      ","23","20","20","30","100","12","700","0","0"
"307EJul1808","1135","19","ORION          ","23","20","20","30","100","12","700","0","0"
"307EJul1808","1136","19","SPARTIATE      ","13","19","19","29","97","10","700","0","0"
"307EJul1808","1137","19","SWIFTSURE      ","13","19","0","29","98","18","700","0","0"
"307EJul1808","1138","19","CONQUEROR      ","13","19","19","29","97","9","700","0","0"
"307EJul1808","1139","19","GALLAND        ","71","74","13","24","81","15","700","0","0"
"307EJul1808","1140","19","THUNDERER      ","13","19","19","29","96","20","700","0","0"
"307EJul1808","1141","19","MINOTAUR       ","40","79","27","28","95","11","700","4494","480"
"307EJul1808","1142","19","REVENGE        ","71","74","13","25","82","14","700","0","0"
"307EJul1808","1143","19","AJAX           ","38","53","28","28","92","16","700","0","0"
"307EJul1808","1144","17","SPECULATOR     ","13","19","0","28","95","9","600","0","0"
"307EJul1808","1145","17","AFRICA         ","13","19","19","28","95","12","600","0","0"
"307EJul1808","1146","17","ARDENT         ","13","19","29","28","92","15","600","4522","400"
"307EJul1808","1147","17","AGAMEMNON      ","23","20","20","30","100","9","600","0","0"
"307EJul1808","1148","17","HERCULES       ","38","53","28","28","92","12","600","0","0"
"307EJul1808","1149","17","KING GEORGE    ","33","92","12","29","96","15","600","0","0"
"307EJul1808","1150","17","POLYPHEMUS     ","13","19","19","29","97","16","600","0","0"
"307EJul1808","1151","15","SUSSEX         ","9","46","18","34","96","10","500","0","0"
"307EJul1808","1152","15","ACTIVE         ","40","79","27","34","98","12","500","4245","400"
"307EJul1808","1153","15","ISIS           ","33","92","12","33","95","13","500","0","0"
"307EJul1808","1154","15","CENTURION      ","38","53","28","32","92","17","500","0","0"
"307EJul1808","1155","15","MARTIN         ","23","20","20","35","100","11","500","0","0"
"307EJul1808","1156","13","ROMULUS        ","13","19","29","36","91","8","450","4522","300"
"307EJul1808","1157","11","GLORY          ","38","53","28","38","95","15","400","0","0"
"307EJul1808","1158","11","DRAKE          ","33","92","12","38","96","20","400","0","0"
"307EJul1808","1159","11","HOTSPUR        ","57","86","25","38","95","8","400","0","0"
"307EJul1808","1160","11","DART           ","38","33","0","36","91","15","400","0","0"
"307EJul1808","1161","11","ALEMENE        ","40","79","23","38","96","13","400","4508","250"
"307EJul1808","1162","11","BLANCHE        ","71","74","13","33","82","13","400","0","0"
"307EJul1808","1163","7","DIADEM         ","40","79","23","44","97","9","350","4508","200"
"307EJul1808","1164","5","AMAZON         ","40","79","27","43","96","17","300","4245","150"
"307EJul1808","1165","1","AQUILON        ","23","20","0","50","100","12","250","0","0"
"307EJul1808","1166","1","CIRCE          ","24","77","0","50","100","9","250","0","0"
"307EJul1808","1167","1","HERMES         ","26","92","0","48","96","13","250","0","0"
"307EJul1808","1168","1","LAVIUS         ","34","17","0","49","98","11","250","0","0"
"307EJul1808","1425","15","ROSE           ","32","81","16","33","95","9","500","4216","400"
"307EJul1808","1426","7","ARROW          ","71","74","0","43","95","14","350","0","0"
"307EJul1808","1427","7","HOLLY          ","32","81","16","42","93","15","350","4216","150"
"307EJul1808","1428","19","DEFENCE        ","56","79","15","28","94","17","700","0","0"
"307EJul1808","1429","11","DILIGENT       ","13","19","29","40","100","25","400","4536","40"
"307EJul1809","1124","25","VICTORY        ","14","26","11","19","95","21","1100","0","0"
"307EJul1809","1125","25","BRITANNIA      ","14","26","11","19","97","23","1100","0","0"
"307EJul1809","1126","25","ROYAL SOVEREIGN","14","26","11","19","96","26","1100","0","0"
"307EJul1809","1127","23","NEPTUNE        ","14","26","11","19","96","24","950","0","0"
"307EJul1809","1128","23","ELEPHANT       ","14","26","11","19","95","19","950","0","0"
"307EJul1809","1129","23","PRINCE OF WALES","14","26","11","18","92","30","928","0","0"
"307EJul1809","1130","23","TONNANT        ","14","26","11","19","96","27","950","0","0"
"307EJul1809","1131","23","DREADNOUGHT    ","14","26","11","19","97","20","950","0","0"
"307EJul1809","1132","21","CRESSY         ","14","26","11","24","96","23","800","0","0"
"307EJul1809","1133","21","ORION          ","14","26","11","23","94","26","800","0","0"
"307EJul1809","1134","19","LEVIATHAN      ","14","26","11","29","96","24","700","0","0"
"307EJul1809","1135","19","ORION          ","14","26","11","29","96","24","700","0","0"
"307EJul1809","1136","19","SPARTIATE      ","14","26","11","28","95","22","700","0","0"
"307EJul1809","1137","19","SWIFTSURE      ","14","26","11","29","97","30","700","0","0"
"307EJul1809","1138","19","CONQUEROR      ","14","26","11","28","92","21","677","0","0"
"307EJul1809","1139","19","GALLAND        ","14","26","11","29","96","27","700","0","0"
"307EJul1809","1140","19","THUNDERER      ","14","26","11","28","95","32","700","0","0"
"307EJul1809","1141","19","MINOTAUR       ","81","89","27","26","87","23","700","0","0"
"307EJul1809","1142","19","REVENGE        ","14","26","11","28","94","26","700","0","0"
"307EJul1809","1143","19","AJAX           ","38","53","28","28","92","28","700","0","0"
"307EJul1809","1147","17","AGAMEMNON      ","14","26","11","22","72","21","496","0","0"
"307EJul1809","1148","17","HERCULES       ","38","53","28","28","92","24","600","0","0"
"307EJul1809","1149","17","KING GEORGE    ","13","74","12","25","84","27","600","4144","400"
"307EJul1809","1152","15","ACTIVE         ","81","89","27","31","89","24","500","0","0"
"307EJul1809","1153","15","ISIS           ","13","74","12","29","82","25","500","4144","400"
"307EJul1809","1154","15","CENTURION      ","38","53","28","32","92","29","500","0","0"
"307EJul1809","1157","11","GLORY          ","38","53","28","38","95","27","400","0","0"
"307EJul1809","1158","11","DRAKE          ","13","74","12","34","84","32","400","4144","250"
"307EJul1809","1160","11","DART           ","38","33","0","36","91","27","400","0","0"
"307EJul1809","1161","11","ALEMENE        ","13","19","23","36","89","25","400","0","0"
"307EJul1809","1162","11","BLANCHE        ","62","88","0","30","75","25","400","0","0"
"307EJul1809","1163","7","DIADEM         ","13","19","23","41","91","21","350","0","0"
"307EJul1809","1164","5","AMAZON         ","81","89","27","40","89","29","300","0","0"
"307EJul1809","1165","1","AQUILON        ","37","13","0","46","92","24","250","0","0"
"307EJul1809","1166","1","CIRCE          ","24","77","0","50","100","21","250","0","0"
"307EJul1809","1167","1","HERMES         ","26","92","0","41","82","25","250","0","0"
"307EJul1809","1168","1","LAVIUS         ","28","20","0","45","90","23","250","0","0"
"307EJul1809","1289","25","IMP. ALEXANDER ","14","26","11","19","97","28","1100","0","0"
"307EJul1809","1290","23","F?RST REPNIN   ","14","26","11","19","95","21","950","0","0"
"307EJul1809","1291","21","TWARDY         ","14","26","11","24","95","26","800","0","0"
"307EJul1809","1292","21","DIMITRI        ","14","26","11","24","96","22","800","0","0"
"307EJul1809","1294","19","KOLJA          ","14","26","11","27","89","24","665","0","0"
"307EJul1809","1295","19","CHARTSCHENKO   ","14","26","11","29","96","23","700","0","0"
"307EJul1809","1297","17","ALESCHA        ","14","19","0","22","73","25","497","0","0"
"307EJul1809","1302","15","PONOWIE        ","13","19","14","34","96","26","500","0","0"
"307EJul1809","1307","11","MAZNEW         ","13","19","0","39","97","30","400","0","0"
"307EJul1809","1425","15","ROSE           ","81","89","16","23","65","21","500","0","0"
"307EJul1809","1426","7","ARROW          ","81","89","0","39","87","26","350","0","0"
"307EJul1809","1427","7","HOLLY          ","81","89","16","29","64","27","350","0","0"
"307EJul1809","1428","19","DEFENCE        ","14","26","11","28","94","29","700","0","0"
"307EJun1808","1124","25","VICTORY        ","13","19","14","19","93","8","1100","0","0"
"307EJun1808","1125","25","BRITANNIA      ","23","20","0","20","100","10","1100","0","0"
"307EJun1808","1126","25","ROYAL SOVEREIGN","9","46","18","19","97","13","1100","0","0"
"307EJun1808","1127","23","NEPTUNE        ","9","46","18","19","97","11","950","0","0"
"307EJun1808","1128","23","ELEPHANT       ","1","41","0","20","98","6","950","0","0"
"307EJun1808","1129","23","PRINCE OF WALES","13","19","19","19","95","17","950","0","0"
"307EJun1808","1130","23","TONNANT        ","23","20","0","20","100","14","950","0","0"
"307EJun1808","1131","23","DREADNOUGHT    ","13","19","19","19","96","7","950","0","0"
"307EJun1808","1132","21","CRESSY         ","13","19","14","23","92","10","800","0","0"
"307EJun1808","1133","21","ORION          ","13","19","14","23","92","13","800","0","0"
"307EJun1808","1134","19","LEVIATHAN      ","23","20","20","30","100","11","700","0","0"
"307EJun1808","1135","19","ORION          ","23","20","20","30","100","11","700","0","0"
"307EJun1808","1136","19","SPARTIATE      ","13","19","19","29","97","9","700","0","0"
"307EJun1808","1137","19","SWIFTSURE      ","1","41","0","30","99","17","700","0","0"
"307EJun1808","1138","19","CONQUEROR      ","13","19","19","29","97","8","700","0","0"
"307EJun1808","1139","19","GALLAND        ","71","74","13","24","81","14","700","0","0"
"307EJun1808","1140","19","THUNDERER      ","13","19","19","29","96","19","700","0","0"
"307EJun1808","1141","19","MINOTAUR       ","13","19","27","29","96","10","700","4494","480"
"307EJun1808","1142","19","REVENGE        ","71","74","13","25","82","13","700","0","0"
"307EJun1808","1143","19","AJAX           ","38","53","28","28","92","15","700","0","0"
"307EJun1808","1144","17","SPECULATOR     ","1","41","0","29","98","8","600","0","0"
"307EJun1808","1145","17","AFRICA         ","13","19","19","28","95","11","600","0","0"
"307EJun1808","1146","17","ARDENT         ","13","19","14","28","92","14","600","0","0"
"307EJun1808","1147","17","AGAMEMNON      ","23","20","20","30","100","8","600","0","0"
"307EJun1808","1148","17","HERCULES       ","38","53","28","28","92","11","600","0","0"
"307EJun1808","1149","17","KING GEORGE    ","18","91","12","30","99","14","600","0","0"
"307EJun1808","1150","17","POLYPHEMUS     ","13","19","19","29","97","15","600","0","0"
"307EJun1808","1151","15","SUSSEX         ","9","46","18","34","96","9","500","0","0"
"307EJun1808","1152","15","ACTIVE         ","13","19","27","35","99","11","500","4245","400"
"307EJun1808","1153","15","ISIS           ","18","91","12","35","99","12","500","0","0"
"307EJun1808","1154","15","CENTURION      ","38","53","28","32","92","16","500","0","0"
"307EJun1808","1155","15","MARTIN         ","23","20","20","35","100","10","500","0","0"
"307EJun1808","1156","13","ROMULUS        ","13","19","14","36","91","7","450","0","0"
"307EJun1808","1157","11","GLORY          ","38","53","0","38","95","14","400","0","0"
"307EJun1808","1158","11","DRAKE          ","18","91","12","40","99","19","400","0","0"
"307EJun1808","1159","11","HOTSPUR        ","51","81","25","39","97","7","400","4415","250"
"307EJun1808","1160","11","DART           ","38","53","0","37","93","14","400","0","0"
"307EJun1808","1161","11","ALEMENE        ","13","19","23","39","98","12","400","4508","250"
"307EJun1808","1162","11","BLANCHE        ","71","74","13","33","82","12","400","0","0"
"307EJun1808","1163","7","DIADEM         ","13","19","23","44","98","8","350","4508","200"
"307EJun1808","1164","5","AMAZON         ","13","19","27","44","98","16","300","4245","150"
"307EJun1808","1165","1","AQUILON        ","23","20","26","50","100","11","250","0","0"
"307EJun1808","1166","1","CIRCE          ","24","77","0","50","100","8","250","0","0"
"307EJun1808","1167","1","HERMES         ","22","80","0","49","98","12","250","0","0"
"307EJun1808","1168","1","LAVIUS         ","22","11","0","50","100","10","250","0","0"
"307EJun1808","1425","15","ROSE           ","40","79","16","35","99","8","500","4216","400"
"307EJun1808","1426","7","ARROW          ","72","76","0","44","97","13","350","0","0"
"307EJun1808","1427","7","HOLLY          ","40","79","16","44","98","14","350","4216","150"
"307EJun1808","1428","19","DEFENCE        ","53","80","15","29","96","16","700","4230","300"
"307EJun1808","1429","11","DILIGENT       ","13","19","27","40","100","24","400","0","0"
"307EMar1808","1124","25","VICTORY        ","28","20","14","19","94","5","1100","0","0"
"307EMar1808","1125","25","BRITANNIA      ","23","20","0","20","100","7","1100","0","0"
"307EMar1808","1126","25","ROYAL SOVEREIGN","38","53","0","20","100","10","1100","0","0"
